organism_name	md5sum	num_unique_kmers_in_genome_sketch	num_total_kmers_in_genome_sketch	genome_scale_factor
GCA_019116705.1 Candidatus Gemmiger avistercoris, ASM1911670v1	002de9ffbec213dec5ea9d31c5a3b032	1998	1998	1000
GCA_000991185.1 Berkelbacteria bacterium GW2011_GWA2_35_9, ASM99118v1	01d85cd833b42a6c8beb1f57ae5596b2	622	622	1000
GCA_023395395.1 Bacteroidetes bacterium, ASM2339539v1	01924807c83c93a5d62465d5378b3acd	1877	1877	1000
GCA_002424095.1 Catabacter sp. UBA5489, ASM242409v1	0223478bc3b5e67ba7a4ee143c7ca489	967	967	1000
GCA_016872125.1 Sphingomonadales bacterium, JGI 2017-08-21	04a17c2000532165770879a9d6029689	1551	1551	1000
GCA_023512475.1 Syntrophobacterales bacterium, ASM2351247v1	03e531906a4298eb13037e8433e45fe6	2797	2797	1000
GCA_016708585.1 Sulfuritalea sp., ASM1670858v1	04d9cce4549bfb60775879bb00be726e	3696	3696	1000
GCF_008329645.1 Mycobacterium grossiae strain=DSM 104744, ASM832964v1	013f99cacd36ba9b9e7e1dfc8db4c955	5595	5595	1000
GCF_008923725.1 Bacillus sp. CH140a_4T strain=CH140a_4T, ASM892372v1	01770947a4c57d8a63e5be52353dcbc9	5394	5394	1000
GCA_016125045.1 bacterium, ASM1612504v1	03d7e3d9302fcbc32d729c5f6341bf25	2982	2982	1000
GCA_003385635.1 Acidobacteria bacterium, ASM338563v1	051ff37f0f6f08c86faefc6a1a66dd17	3978	3978	1000
GCF_001294535.1 Pseudorhodobacter psychrotolerans strain=PAMC 27389, ASM129453v1	013766e04d4074f058a510824cd0cd11	4931	4931	1000
GCF_000494755.1 Actinoplanes friuliensis DSM 7358 strain=DSM 7358, ASM49475v1	029c9fccad405f7bcfcde42b2240aa11	9457	9457	1000
GCA_021648445.1 Flavobacteriaceae bacterium, ASM2164844v1	0541e46cee31a0d91ec469e73298ca5a	2990	2990	1000
GCA_022709485.1 Elusimicrobia bacterium, ASM2270948v1	03430185571aa4235f89ebdc282151ff	2099	2099	1000
GCA_902624095.1 uncultured PS1 clade bacterium, AH-287-E14	05a14c4484a36a25dfca0ea6ff051834	1598	1598	1000
GCA_019454125.1 Fimbriimonadaceae bacterium, ASM1945412v1	00e90b5e59ed1445edada9bc8a4176d9	2629	2629	1000
GCA_023397655.1 Firmicutes bacterium, ASM2339765v1	047be00c95d5ed656dcee4a36bbdf40b	4161	4161	1000
GCA_903835275.1 uncultured bacterium, freshwater MAG --- Umea_bin-10179	05bd3ff56b82c1a8068c6b3e9268c088	3306	3306	1000
GCA_944389415.1 uncultured Spirochaetes bacterium, BRZ_GE__bin34	00dad74c62237f2a0ee9ab57d43d0b37	2676	2676	1000
GCF_011189575.1 Photorhabdus cinerea strain=DSM 19724, ASM1118957v1	002f90d980070fa48ed3c6dfe571f39a	4711	4711	1000
GCA_002470275.1 Gammaproteobacteria bacterium UBA7376, ASM247027v1	002d9d9a1f3068af573bf209d33d04a1	2591	2591	1000
GCA_014376435.1 Bdellovibrio sp., ASM1437643v1	05d6c4cc1aeac6c1c7ceec7a4b50f1e8	2805	2805	1000
GCA_009720755.1 Rhodoplanes serenus strain=DSM 18633, ASM972075v1	0414aef90a9d00001cffff9319f35609	5568	5568	1000
GCA_015490315.1 Sulfurovum sp., ASM1549031v1	007d2018f753933e63d6cfd9713dd5b9	1807	1807	1000
GCA_000432015.1 Clostridium sp. CAG:1024, MGS1024	03cf6dc2a4dbe87bbdca706b22131c4e	1988	1988	1000
GCA_002027195.1 Streptomyces sp. GKU 895 strain=GKU 895, ASM202719v1	000ce432572ad92fe136cc6363927317	8184	8184	1000
GCA_017461395.1 Ruminococcus sp., ASM1746139v1	0118a34e923c2d2dc53b733fbefa4439	2073	2073	1000
GCA_025056895.1 Thermoflexales bacterium, ASM2505689v1	02e11c53787f1f37556ad9b067f7c028	3334	3334	1000
GCA_017548605.1 Prevotella sp., ASM1754860v1	02269ce04fe0eb91a9df3e8cf8e63bf4	3252	3252	1000
GCA_004524445.1 Candidatus Thorarchaeota archaeon, ASM452444v1	022ba5f3a73788db04632a098f3b215b	2738	2738	1000
GCA_016189845.1 Chloroflexi bacterium, ASM1618984v1	014fcd352f820dd8f7b1ad8850d0f2c2	1556	1556	1000
GCA_900542675.1 uncultured Clostridiales bacterium, UMGS491	05ff7283432181ffb2914a74e8c887a5	2076	2076	1000
GCF_014652335.1 Vogesella fluminis strain=KCTC 23713, ASM1465233v1	023ab032e4729d82c3717862a1ee6690	3248	3248	1000
GCA_943912465.1 uncultured Corynebacterium sp., k2HbWxEJv4_bin.9.MAG	0212b6bdce9dbc1a2a2fc7d9188d8a1d	2379	2379	1000
GCA_017608295.1 Candidatus Woesearchaeota archaeon, ASM1760829v1	04362caef28f8b1dc7ccbea9613c9316	3324	3324	1000
GCA_017853715.1 Pedosphaera sp., ASM1785371v1	01d349a208aa32f40f349b2253ec2067	3010	3010	1000
GCA_001512625.1 Clostridiales bacterium DTU036, ASM151262v1	025d0b4457399bcbfd920a863b04a681	1400	1400	1000
GCA_021819435.1 Proteobacteria bacterium, ASM2181943v1	01ef2e2077564f2dfedf6f3c7b24e6ea	4369	4369	1000
GCA_024692805.1 bacterium, ASM2469280v1	0343a66da094ff87f0212b147e0e23e8	742	742	1000
GCA_902826465.1 uncultured Acidobacteria bacterium, RBC099	03405a2b90ec62b89bdadad4be574afe	4950	4950	1000
GCA_017621035.1 Bacteroides sp., ASM1762103v1	01026fa851effd3bc6d3ed59c81630ae	2649	2649	1000
GCA_017470485.1 Synergistaceae bacterium, ASM1747048v1	010521e8c07c7ce86175d8b570344a10	1960	1960	1000
GCA_007117695.1 Bacilli bacterium, ASM711769v1	02598c789391dcda9827c3fd5b50bec1	609	609	1000
GCA_020629285.1 Maribacter sp., ASM2062928v1	05739c99bde796741ff28bad6744c0c0	3574	3574	1000
GCF_900168025.1 Acetoanaerobium noterae strain=ATCC 35199, IMG-taxon 2588253727 annotated assembly	01e6c7ed890f66165ff3d5786305d900	2795	2795	1000
GCA_021737905.1 Rhodoferax sp., ASM2173790v1	03bf6ee4b98dea6575b0a21f822b774d	1766	1766	1000
GCA_021827225.1 Actinomycetia bacterium, ASM2182722v1	04b46e80cdad2c2d49f7db721923ce8d	4926	4926	1000
GCA_022562495.1 Acidobacteria bacterium, ASM2256249v1	028f97470d2ca7de107cbf9ba89217b0	4658	4658	1000
GCA_900543035.1 uncultured Solobacterium sp., UMGS524	00add261cf801c07b6e607485d9e8d83	2362	2362	1000
GCA_023475565.1 Actinobacteria bacterium, ASM2347556v1	013a72dfa52b42cca39a09ca594df8eb	2679	2679	1000
GCF_000272405.2 Vibrio tasmaniensis 1F-187 strain=1F-187, ASM27240v2	03f1d9bd0b85ef535b57bed5118fef60	5280	5280	1000
GCA_020637335.1 Acidobacteria bacterium, ASM2063733v1	03dcf7a82974058002165749a45f43ed	4383	4383	1000
GCF_023702635.1 Spongiibacter taiwanensis strain=SPT1, ASM2370263v1	0022d5302bd2a89d5b4be906678a483a	3721	3721	1000
GCF_000312585.1 Bartonella queenslandensis AUST/NH15 strain=AUST/NH15, ASM31258v1	0062b9c49389121fb85a4123b75e2869	2249	2249	1000
GCA_943913695.1 uncultured Marmoricola sp., sJfjQMKYbb_bin.20.MAG	0400eea6ac7e24390b2470e132fc8d8f	3896	3896	1000
GCF_024733565.1 Rossellomorea sp. SC111 strain=SC111, ASM2473356v1	0013c9287166fb3840066d6cb38257b3	4361	4361	1000
GCA_021323595.1 Acidobacteriia bacterium, ASM2132359v1	014b09d26e5c72012cc0a2a77e70de48	3575	3575	1000
GCA_945875745.1 Chlamydia trachomatis, MsH-30jul19-69	0086c0bd63b9c5f16118bf9751424fb7	1734	1734	1000
GCA_023475035.1 Candidatus Pacearchaeota archaeon, ASM2347503v1	0076a6ae7a10dde5eaf00cd77b6e3f15	555	555	1000
GCF_001486505.1 Paenibacillus rubinfantis strain=MT18, Paenibacillus rubiinfantis	0570df6f6d269cb9269adb8260b5cd4b	5336	5336	1000
GCA_009775265.1 Muribaculaceae bacterium, ASM977526v1	0479f734179e99b26f34d875ab8d7af2	2332	2332	1000
GCA_018402565.1 Pirellulaceae bacterium, ASM1840256v1	01c2c4bcd7332accd8a6bacd62bf8de3	6902	6902	1000
GCA_016213825.1 Acetobacterium woodii, ASM1621382v1	025d44db9ffa0bcced399a5b843ae3fe	3881	3881	1000
GCA_902406155.1 uncultured Collinsella sp., UHGG_MGYG-HGUT-04274	01aa16d09d3ea29efccf28f7a5bc9380	2114	2114	1000
GCA_013216005.1 Alteromonadaceae bacterium, ASM1321600v1	00b6e229fbda4c5afe6c352f866fb1d2	4776	4776	1000
GCA_015064355.1 Ruminococcaceae bacterium, ASM1506435v1	054317fe0a39caecd0b098ebdb24ee54	2144	2144	1000
GCA_009392285.1 SAR202 cluster bacterium, ASM939228v1	0354d78b22b1dfdd1f124d5d5873a388	737	737	1000
GCA_012514185.1 Spirochaetales bacterium, ASM1251418v1	040a5561cac9162142eceab83549397f	2701	2701	1000
GCA_003485955.1 Opitutae bacterium, ASM348595v1	0550c374cebebbec9a00b968bbcb043f	1636	1636	1000
GCA_013003335.1 Verrucomicrobiales bacterium, ASM1300333v1	022de9974f45ee7c5797033aede15d00	4814	4814	1000
GCA_903873485.1 uncultured beta proteobacterium, freshwater MAG --- Loclat_bin-12181	023202fda7eddfebbd3da93f43adb2aa	4680	4680	1000
GCA_902795865.1 uncultured Erysipelotrichaceae bacterium, Rumen uncultured genome RUG14118	03f989f5ce67e90f774b9e34e48a4d10	1415	1415	1000
GCA_944390435.1 uncultured Clostridia bacterium, E09__bin156	04929f75b53acaedb20a2791233e5709	1323	1323	1000
GCA_902578505.1 uncultured Bacteroidetes bacterium, AG-426-L05	014a24dc9e214ea375190a4d6b7a1b2a	1025	1025	1000
GCF_019931195.1 Marinobacter sp. F4216 strain=F4216, ASM1993119v1	017c54ee3a0065ea9e03f7dbdf92f2b0	3668	3668	1000
GCA_022820725.1 Candidatus Binatia bacterium, ASM2282072v1	05667798e00935228c161f857922f159	4699	4699	1000
GCA_005883115.1 Alphaproteobacteria bacterium, ASM588311v1	0515812fa5c4db7c24d3cee726569fa7	3986	3986	1000
GCA_021323155.1 Chitinophagaceae bacterium, ASM2132315v1	01381e290ff89b1e9deb8907fe9f3c45	2417	2417	1000
GCF_900107165.1 Nitrosomonas halophila strain=Nm1, IMG-taxon 2675903041 annotated assembly	052aa291b10fb90123a7948b83a27a57	3130	3130	1000
GCF_001510645.1 Paenibacillus sp. FJAT-29882 strain=FJAT-29882, ASM151064v1	027006b5747eb800b95ce0b40c5e2a12	5357	5357	1000
GCA_024698805.1 Solobacterium sp., ASM2469880v1	0387b0423f25a311bb321ee23315d493	2857	2857	1000
GCA_021799875.1 Actinomycetia bacterium, ASM2179987v1	030ce8bf18070ea7efb20e4e3340f8d9	2471	2471	1000
GCF_024006985.1 Robiginitalea sp. 2V75 strain=2V75, ASM2400698v1	01bbbc97749f501bc4f6764ba5bad264	3320	3320	1000
GCF_023913775.1 Acidovorax facilis strain=DSM 649, ASM2391377v1	01fc3d00a2ee3534f0122258d7efc300	6454	6454	1000
GCA_017428545.1 Clostridiales bacterium, ASM1742854v1	028eeed8c5fc5df33dc0a963bc9a6d73	2908	2908	1000
GCF_012275535.1 Hymenobacter sp. 1B strain=1B, ASM1227553v1	04660db96d35fd60824eed5a318126f2	5422	5422	1000
GCA_019052695.1 Candidatus Omnitrophica bacterium, ASM1905269v1	034c3d3bad81ad6b8f6d6b81355156d8	1929	1929	1000
GCF_902167635.1 Chitinophaga vietnamensis strain=BD 01, PRJEB33168	0184ce2f6099c6a6bbe3f55275eb684d	6159	6159	1000
GCF_900197855.1 Helicobacter cynogastricus, 329937_4	01769aa58f78cf4d80ac808a034e457c	1612	1612	1000
GCF_014750655.1 Salinimonas sp. HHU 13199 strain=HHU 13199, ASM1475065v1	05d1b064d700362f90f8911828588703	3953	3953	1000
GCA_900318835.1 uncultured Bacteroidales bacterium, Rumen uncultured genome RUG429	00647aff7cd483e88e5187da52ecadc8	2234	2234	1000
GCA_021734685.1 Candidatus Pacebacteria bacterium, ASM2173468v1	05d7c8d05799a09c49a8016ad84061ea	442	442	1000
GCA_011620275.1 Candidatus Omnitrophica bacterium, ASM1162027v1	01f3d4768873b8ee4e4109bb5467341f	1446	1446	1000
GCA_009844885.1 Gemmatimonadetes bacterium, ASM984488v1	02c4103d0d43c7939c4e4522cf46b204	4850	4850	1000
GCA_019241525.1 Pseudonocardiales bacterium, ASM1924152v1	04f0561b1c51abb90f324b7f376268ab	4702	4702	1000
GCF_000282315.2 Pseudomonas sp. GM41(2012) strain=GM41(2012), Pseudomonas.strGM41_v2.0	03bf8f21f774fa00e88f31b2a9161acc	6562	6562	1000
GCA_902523125.1 uncultured Pelagibacteraceae bacterium, AG-333-P14	045d8e005bf605c672420688737c8d15	774	774	1000
GCA_900557645.1 uncultured Clostridiales bacterium, UMGS2054	046355c3c9b08b8c9a3d7a0dd9905f6d	902	902	1000
GCA_020853815.1 Phycisphaerales bacterium, ASM2085381v1	03bd6632e03af527910cbec741c40181	4454	4454	1000
GCA_900316475.1 uncultured Prevotellaceae bacterium, Rumen uncultured genome RUG200	05f000ed6dad6776d1923cfc19b29657	3235	3235	1000
GCA_015654615.1 Rhodospirillales bacterium, ASM1565461v1	0401f90ae7d7739dc6a79724f314c1ab	5658	5658	1000
GCF_019207085.1 Variovorax sp. dw_308 strain=dw_308, ASM1920708v1	010931fb2c7e2642032de22d4982e1bd	8052	8052	1000
GCA_021776675.1 Robiginitomaculum sp., ASM2177667v1	039438c82cc4be2c1d49bc6935b85e6a	2376	2376	1000
GCA_002394865.1 Fibrobacter sp. UBA4297, ASM239486v1	0153b73dd863211e6c14fb10170705ef	3601	3601	1000
GCF_000719865.1 Streptomyces albus subsp. albus strain=NRRL F-4971, ASM71986v1	00a3675b1e84251297aaa1c396735aba	6936	6936	1000
GCF_000633595.2 Clostridium drakei strain=SL1, ASM63359v2	017398189f6bc93d30c9926d7e77b49e	5494	5494	1000
GCA_022732315.1 Prevotella sp., ASM2273231v1	0227623092f5284666842cee08522da1	3451	3451	1000
GCF_022921115.1 Halobacillus sp. SSHM10-5 strain=SSHM10-5, ASM2292111v1	03ceb316709fb086a4ac42e1fe489d21	4318	4318	1000
GCA_023420745.1 Actinomycetia bacterium, ASM2342074v1	04f49572b62f1befa2d3c60d5b959f31	1336	1336	1000
GCA_014654165.1 Pelagibacterales bacterium SAG-MED13, ASM1465416v1	013d330ddb7270f0a37fde60faf0dde8	1086	1086	1000
GCA_017508405.1 Clostridia bacterium, ASM1750840v1	01b41f8d097bb8a598299c81398bd91e	1417	1417	1000
GCF_004347735.1 Sulfuricurvum sp. IAE1 strain=IAE1, ASM434773v1	043b2ce603b6fa0ff37e286aa2a8d5e1	2390	2390	1000
GCA_903873095.1 uncultured bacterium, freshwater MAG --- AM-lipid-02-D4_bin-0951	00c98aa9a2d623e535dddacac57bba36	659	659	1000
GCA_905234635.1 uncultured Eggerthellaceae bacterium, RUG30157	00236c7de3010725ada28d3962de9f02	1716	1716	1000
GCA_022841795.1 Fimbriiglobus sp., ASM2284179v1	000f31506f25241a4006fbc384330f36	7336	7336	1000
GCF_013294115.1 Hymenobacter sp. 9A strain=9A, ASM1329411v1	02a5c0233b05cd00068eb4d67359b915	4973	4973	1000
GCA_903928615.1 uncultured actinobacterium, freshwater MAG --- LaPlata-b_bin-1680	050a726e9f67efb50ad76bb0d58ac6e7	1767	1767	1000
GCF_014635285.1 Stappia taiwanensis strain=CCM 7757, ASM1463528v1	012dbcdea8e4966a797007a5a14a4bd9	4397	4397	1000
GCA_016186425.1 Candidatus Pacearchaeota archaeon, ASM1618642v1	002f408c88f0222e9ef2b1a1e062017f	886	886	1000
GCF_003697345.1 Lysobacter pythonis strain=4284/11, ASM369734v1	02bf1b909f2bd4af5de71f88729e91f8	2871	2871	1000
GCF_000466385.1 Aneurinibacillus aneurinilyticus ATCC 12856 strain=ATCC 12856, ASM46638v1	00caeb4515040b6838db814bb0acc69d	5294	5294	1000
GCA_945639745.1 uncultured Bacillaceae bacterium, SRR14474044_bin.8_metaWRAP_v1.3_MAG	001fb0f8326aca9d4c5f64c8127e864c	1539	1539	1000
GCA_016869895.1 Alphaproteobacteria bacterium, JGI 2017-08-21	036bd3acfdca4b5f03cf547f1466c41f	2091	2091	1000
GCA_015487555.1 Phycisphaerales bacterium, ASM1548755v1	016d55f5785cc4c5c690c17a0fec06a5	2694	2694	1000
GCA_018221285.1 Candidatus Pacearchaeota archaeon, ASM1822128v1	05e082e407be183922818475633f4183	913	913	1000
GCA_944326625.1 Candidatus Gastranaerophilales bacterium, BRZ_RB__bin26	01138f9ba7fc2fe39ec58578dfa0003b	1384	1384	1000
GCA_002792165.1 Candidatus Tagabacteria bacterium CG_4_10_14_0_2_um_filter_40_13, ASM279216v1	03daa543e843dc4702b554f7eac5f5d2	472	472	1000
GCA_019090185.1 Immundisolibacteraceae bacterium, ASM1909018v1	0446189b7de15759bfea0cfdc229035a	1599	1599	1000
GCA_020833005.1 Candidatus Verstraetearchaeota archaeon, ASM2083300v1	043f390715f4a2a0fd62314ca3f7bbcc	2136	2136	1000
GCF_900234795.1 Methylorubrum extorquens strain=TK 0001, TK0001_PRJEB23178_v1	055c2197538325565bae7a02edc98373	5605	5605	1000
GCF_010435915.1 Spirosoma terrae strain=KCTC 52035, ASM1043591v1	04dc3bea91588b2be6f5d5b461b44ae3	7530	7530	1000
GCF_014647415.1 Haloarcula sebkhae strain=JCM 19018, ASM1464741v1	003bca3aed8afdbfdd539285bfde202b	4154	4154	1000
GCA_934589675.1 uncultured Oscillospiraceae bacterium, ERR7745346_bin.179	040a7931d3c6e1fa3c51665cdfc576a7	2294	2294	1000
GCA_005888395.1 Actinobacteria bacterium, ASM588839v1	0170c326cb7860d9111d7eb75666c6b8	2547	2547	1000
GCA_002168115.1 Rhodospirillaceae bacterium TMED23, ASM216811v1	05699e6755f6a85be2b726051e5593d6	2459	2459	1000
GCA_013205245.1 Flavobacteriales bacterium, ASM1320524v1	007ecba980c13bcac09d838cd4c90c9b	2360	2360	1000
GCF_019733465.1 Actinotalea ferrariae strain=S/N-202-OC-R2, ASM1973346v1	029d78982ce30fbd3fd4b4589ab3e782	4120	4120	1000
GCA_023251475.1 Prolixibacteraceae bacterium, ASM2325147v1	03cdde56bfcfd3c90ed270744c90c45c	5522	5522	1000
GCA_018831055.1 Bacteroidetes bacterium, ASM1883105v1	0078e34891a703290554fb667063dc03	4222	4222	1000
GCA_012270635.1 Dehalococcoidia bacterium, ASM1227063v1	041be8f4f85880ef4ba5bbc7370e88bf	2594	2594	1000
GCA_019116185.1 Candidatus Mediterraneibacter stercorigallinarum, ASM1911618v1	01721465d936f45b28feb5dc2415a0bc	2305	2305	1000
GCF_000241055.1 Oenococcus kitaharae DSM 17330 strain=DSM 17330, ASM24105v1	04bbc1f0940e51861c17eaa0f540da71	1828	1828	1000
GCF_004102045.2 Oenococcus sicerae strain=UCMA15228, ASM410204v2	0012e640de75fb10f2e18561f10fa707	1600	1600	1000
GCA_900547165.1 uncultured Clostridiales bacterium, UMGS964	0479cd2aa11c97a486ff925b683847ad	2077	2077	1000
GCA_013286425.1 Bacteroidetes bacterium, ASM1328642v1	042f08c0073b797ea0d0e6bf89361ccc	3395	3395	1000
GCA_023133515.1 Candidatus Babeliales bacterium, ASM2313351v1	05dd90529e07f09382e43c519b4a42e7	1032	1032	1000
GCA_017466885.1 Oscillospiraceae bacterium, ASM1746688v1	03ec46d5fda08e94a3eefdb1c0b0c756	1874	1874	1000
GCA_017465665.1 Oscillospiraceae bacterium, ASM1746566v1	039e56d3d188247bfb1c0f6e16d0e0e0	2725	2725	1000
GCA_002408885.1 Lentisphaeria bacterium UBA5247, ASM240888v1	02f797d654ddfcaa1ce1bb644914a506	3493	3493	1000
GCA_013329165.1 Methanocalculus sp., ASM1332916v1	0360ec3d39be7224f4d41976de9826d9	1861	1861	1000
GCA_009379895.1 Solirubrobacterales bacterium, ASM937989v1	055b8abc69d6a6d685950df7bc07d159	4035	4035	1000
GCA_022823145.1 Gemmatimonadetes bacterium, ASM2282314v1	0356150001a9171877346f2ae37e458f	4485	4485	1000
GCA_019359275.1 Myxacorys chilensis ATA2-1-KO14, ASM1935927v1	02d3f0f97662e653669d204768623da9	5914	5914	1000
GCA_903875275.1 uncultured beta proteobacterium, freshwater MAG --- Ja_bin-5366	00c11e671f2c6f6702e1f9cfb2e79c88	3285	3285	1000
GCF_900163655.1 Brachybacterium nesterenkovii strain=CIP104813, ASM90016365v1	02a8eeaacaea0492997469443fa9b324	3041	3041	1000
GCA_021811005.1 Proteobacteria bacterium, ASM2181100v1	01163ed3e8c138ce54ec4d74bf1157a8	1853	1853	1000
GCA_022711395.1 Candidatus Omnitrophica bacterium, ASM2271139v1	02efe7b8a2dbeb077b16a103bceb42e9	2026	2026	1000
GCF_020700235.1 Haladaptatus pallidirubidus strain=YIM 93656, ASM2070023v1	031cf084a477ae972647285e6d96ec71	5707	5707	1000
GCF_001524625.2 Burkholderia sp. MSMB0852 strain=MSMB0852, ASM152462v2	032b35832e7342438a9c6410d00bb971	6896	6896	1000
GCA_003367665.1 Leifsonia sp. ku-ls strain=ku-ls, ASM336766v1	05b9057dc047bfdd0cc2745dbe3839f9	4152	4152	1000
GCF_001424005.1 Sphingomonas sp. Leaf198 strain=Leaf198, Leaf198	0162644bc3bacaa38b8d6d08a915b48a	4022	4022	1000
GCF_018403325.1 Paenibacillus vini strain=J42TS3, ASM1840332v1	05c7d8645daa2604a7536bd67da69f07	5675	5675	1000
GCF_000018285.1 Shewanella pealeana ATCC 700345 strain=ATCC 700345, ASM1828v1	00e9a4daee8b5d29cd00978b609e0ffd	4882	4882	1000
GCA_016784825.1 Campylobacterales bacterium, ASM1678482v1	03fb744850b1b5279668ee9266b21d05	600	600	1000
GCF_015277875.1 Microbacterium sp. A18JL200 strain=A18JL200, ASM1527787v1	04499094bd1fca7cc9e543fd1b9a72a3	3523	3523	1000
GCA_013204385.1 Candidatus Uhrbacteria bacterium, ASM1320438v1	04ed516310930df232a12fee2fc23bdc	1042	1042	1000
GCA_003142185.1 Bryobacterales bacterium, 20120700_S3X	001c1d69315bed95912b19d14fe551e3	5681	5681	1000
GCF_001281525.1 Lysinibacillus macroides strain=DSM 54, ASM128152v1	05a38bba84a4f70031976ee8c8b7cdc7	4670	4670	1000
GCF_900129885.1 Candidimonas bauzanensis strain=CGMCC 1.10190, IMG-taxon 2617270875 annotated assembly	00fc0dbaaff45f25c774e85eb9de5f08	5593	5593	1000
GCF_011045095.1 Grimontia sp. S25 strain=S25, ASM1104509v1	009237123eb3a5f4819a4a25d5b277c1	5205	5205	1000
GCF_002941025.1 Streptomyces sp. QL37 strain=QL37, ASM294102v1	003728912db8c8bbc3341577ea393ca8	8763	8763	1000
GCA_014190095.1 Actinobacteria bacterium, ASM1419009v1	02d35cbb8e25b9a3ba773be9307d78f0	1741	1741	1000
GCA_017652125.1 Clostridia bacterium, ASM1765212v1	00bf6ea1d1bb5a46c46be3bef85afcc3	2595	2595	1000
GCA_000435175.1 Clostridium sp. CAG:245, MGS245	050fd39c7d451dba84dafe63230bfe78	1522	1522	1000
GCA_013820755.1 Chthoniobacterales bacterium, ASM1382075v1	0048204ee2106f1292bef9ecbb6dca2d	3091	3091	1000
GCA_003331605.1 SAR86 cluster bacterium, ASM333160v1	03e2b837d59b6e13f9cba4432e94a0f3	986	986	1000
GCA_016208745.1 Candidatus Portnoybacteria bacterium, ASM1620874v1	005fe1d5c9e488d28b746ca71fa43120	809	809	1000
GCA_910577995.1 uncultured Christensenella sp., MGBC107581	022348b6da580d03276322258c9a50d1	1646	1646	1000
GCA_018970725.1 Verrucomicrobia bacterium, ASM1897072v1	032baef6136fe3993d2f4fadc8e6a6f7	5022	5022	1000
GCA_016867675.1 Candidatus Aenigmarchaeota archaeon, JGI 2017-08-21	0232d667d2514563f9284999b9c57761	789	789	1000
GCF_900066015.1 Candidatus Promineofilum breve strain=Cfx-K, Cfx-K	02c07b42d303c2e54ce9ecb649f65994	5026	5026	1000
GCA_009787085.1 Actinobacteria bacterium, ASM978708v1	02b552b31b8a6c580d1e2a63bddfe9fe	1866	1866	1000
GCA_021772735.1 Candidatus Sumerlaeota bacterium, ASM2177273v1	04a6b68c1c651a6b3663149af57faaa7	3797	3797	1000
GCA_016183125.1 Deltaproteobacteria bacterium, ASM1618312v1	023d25d62f87752aaac862d80fc11552	1748	1748	1000
GCF_902506105.1 Aeromicrobium sp. 9AM, AERO9AM_assembly	028867875484d630c2bd07afd268f996	4193	4193	1000
GCA_001898805.1 Leifsonia sp. 71-9, ASM189880v1	0466e642e0db5c61169fd3fbfc865a0c	4350	4350	1000
GCA_902599485.1 uncultured Pelagibacteraceae bacterium, AG-453-K23	027914d63a43bb176e41f1fcc9f90d84	904	904	1000
GCF_002014855.1 Moraxella porci DSM 25326 strain=CCUG 54912, ASM201485v1	057cb4f94005b01db2ef19afebea712a	2219	2219	1000
GCA_003520555.1 Ruminococcaceae bacterium, ASM352055v1	04d92383761b3dcccdf034b8cca78f4d	1333	1333	1000
GCA_022647725.1 Bacilli bacterium, ASM2264772v1	047c9c040c78e76e1bd974b739199e42	2080	2080	1000
GCF_000283515.1 Sphingobium sp. SYK-6 strain=SYK-6, ASM28351v1	05173e58a293fc798b0cf7e7878352f2	4340	4340	1000
GCA_900757655.1 uncultured Oscillospiraceae bacterium, ERS537352_6	00531e204cf12a11942ed3f91b2034b4	1802	1802	1000
GCA_016933615.1 Acidobacteria bacterium, ASM1693361v1	05f2cca82e8f5e7c2cddf34295973450	3634	3634	1000
GCA_934277615.1 uncultured Clostridia bacterium, ERR7738584_bin.61	004e6c86f2603a2ac0659e7cab527432	1259	1259	1000
GCA_021850955.1 Candidatus Micrarchaeota archaeon, ASM2185095v1	023065793261cdcebd766e05977f1c32	771	771	1000
GCA_020832655.1 Rhodobacteraceae bacterium, ASM2083265v1	04bcaae84eab57f8e12ae9ac4adeed45	3236	3236	1000
GCF_016756615.1 Mesorhizobium sp. L-8-3 strain=L-8-3, ASM1675661v1	0283b49a187bc1388d1778892efe4984	8228	8228	1000
GCA_005883415.1 Actinobacteria bacterium, ASM588341v1	023f61ea656109fc67303134419e49e4	2902	2902	1000
GCA_902616075.1 uncultured Alphaproteobacteria bacterium, AG-892-B03	0432861cc1763e286918f67d801b5b72	1052	1052	1000
GCA_018065475.1 Firmicutes bacterium, ASM1806547v1	037641acbbfb876ec30b58fd322a6b42	1384	1384	1000
GCA_944362615.1 uncultured Clostridia bacterium, BRZ_CT__bin3	05090e8de14d5352ef678c30cc5f7fd9	1603	1603	1000
GCA_020632095.1 Candidatus Nomurabacteria bacterium, ASM2063209v1	05798d44a56de06cbb1978e3f41fa420	1239	1239	1000
GCF_003201595.1 Sphaerotilus hippei strain=DSM 566, ASM320159v1	0072c54200ff01f6655ae58d46e5399e	4376	4376	1000
GCA_904395815.1 uncultured Holdemania sp., Coassembly_mag_156	02cf437ed702b0e73bea88a9e04fff07	2050	2050	1000
GCA_018821305.1 Myxococcota bacterium, ASM1882130v1	013e96df34ab5a28a39665802c10ce3c	5048	5048	1000
GCA_009923125.1 Planctomycetia bacterium, ASM992312v1	03a62d44f5870e653ebb7da863660d4c	2851	2851	1000
GCF_024169925.1 Methylorubrum extorquens strain=SLI 576, ASM2416992v1	02952cd37a403646b74903af1e582bfb	5288	5288	1000
