organism_name	md5sum	num_unique_kmers_in_genome_sketch	num_total_kmers_in_genome_sketch	genome_scale_factor
GCF_009183815.1 Sutterella seckii strain=ASD393, ASM918381v1	16e59fff95ca1ad572770ba6e3d9f9a9	2758	2758	1000
GCA_900557645.1 uncultured Clostridiales bacterium, UMGS2054	046355c3c9b08b8c9a3d7a0dd9905f6d	902	902	1000
GCA_023431185.1 Verrucomicrobia bacterium, ASM2343118v1	08cd58dbd726ece533704dd40e7e084f	5322	5322	1000
GCA_018815265.1 Candidatus Altiarchaeota archaeon, ASM1881526v1	1762d3064527224b9173059732b6f55f	1552	1552	1000
GCA_015485155.1 Robiginitomaculum sp., ASM1548515v1	0c7308e7bf8f8bf623d1c221256408db	2403	2403	1000
GCA_016931535.1 Bradymonadales bacterium, ASM1693153v1	15dd3d0759f71dd4c0f068edd9576e14	5728	5728	1000
GCA_020853815.1 Phycisphaerales bacterium, ASM2085381v1	03bd6632e03af527910cbec741c40181	4454	4454	1000
GCA_900316475.1 uncultured Prevotellaceae bacterium, Rumen uncultured genome RUG200	05f000ed6dad6776d1923cfc19b29657	3235	3235	1000
GCA_017401985.1 Paludibacteraceae bacterium, ASM1740198v1	16a035ec0f2bc02be943db8491236acf	1979	1979	1000
GCA_022843905.1 Rubrivivax sp., ASM2284390v1	0985b12b0e802af17ccbb159d2771719	7261	7261	1000
GCF_018323885.1 Citrobacter amalonaticus strain=JCM 1661, ASM1832388v1	08f9d9971e6b43b2c0ac353ae1c49bba	5176	5176	1000
GCA_020853635.1 Gemmatimonadaceae bacterium, ASM2085363v1	1c90e09ee8ef6e7092404471b5ecc75b	4027	4027	1000
GCA_903822335.1 uncultured delta proteobacterium, freshwater MAG --- AlinenSediments_bin-2384	0cc69a8e89b5d2dfbd9e0601aff056c4	2854	2854	1000
GCA_913048435.1 uncultured Flavobacteriales bacterium, ERR599163_bin.88_MetaBAT_v2.12.1_MAG	15d240205c07b448dc08f20a0070a97d	1180	1180	1000
GCA_015257455.1 Candidatus Nanosynbacter sp., ASM1525745v1	145c90e7366a686af7432a0977a3cb7b	725	725	1000
GCF_015040615.1 Microbacterium sp. YJN-G strain=YJN-G, ASM1504061v1	0f2abc403503dbeb8fe6238f728618a6	3605	3605	1000
GCA_020057445.1 archaeon, ASM2005744v1	0ad0e0965fd46c304b990c931ed29d72	1498	1498	1000
GCA_021773215.1 Gammaproteobacteria bacterium, ASM2177321v1	0efba9ea58a075bb33be5aa6f19edb91	2602	2602	1000
GCA_018664825.1 Candidatus Parcubacteria bacterium, ASM1866482v1	1b3c3f75cafc75358d7bf4df96cef083	1158	1158	1000
GCF_017310505.1 Methylacidiphilum sp. IT6 strain=IT6, ASM1731050v1	09d3757ac16f6062025bb029e188eaa8	2238	2238	1000
GCA_017536505.1 Bacilli bacterium, ASM1753650v1	1beec5be5d05f2da2b2c7ca46a78f26c	1199	1199	1000
GCA_944391005.1 uncultured Rickettsiales bacterium, E06__bin57	1c8d78963ca23770b28b741ea9ee55da	1479	1479	1000
GCA_012518155.1 Bacteroidales bacterium, ASM1251815v1	1a3703dfba593d80f4026a5b3d0440ec	2599	2599	1000
GCA_022340605.1 Thiohalocapsa sp., ASM2234060v1	158904bebcd0ed4a4f35e139a3d87f41	4659	4659	1000
GCF_011761305.1 Sphingomonas vulcanisoli strain=CECT 8804, ASM1176130v1	14a907e03c5b5347e050201ede6d4e4a	3200	3200	1000
GCA_018818785.1 Candidatus Thermoplasmatota archaeon, ASM1881878v1	1b92e1fae65f5a4e25509e9a7ef2d689	1969	1969	1000
GCF_003788635.1 Salinisphaera orenii MK-B5 strain=MK-B5, ASM378863v1	15effe8a82b8e39ce2d6751d69f5efbd	3684	3684	1000
GCA_016286245.1 Clostridiales bacterium, ASM1628624v1	068e99512f8229b453ab567ae894ae94	1560	1560	1000
GCA_017408825.1 Alistipes sp., ASM1740882v1	14cc115b39208b5b94daf39a3409add9	1868	1868	1000
GCA_015662865.1 Desulfocapsa sulfexigens, ASM1566286v1	08e6d9c8f11372afa109d959f8c2e2ef	3503	3503	1000
GCF_003351145.1 Meiothermus sp. QL-1 strain=QL-1, ASM335114v1	189f2c04d200ef0634bf1eba58aa3c98	2346	2346	1000
GCA_004923195.1 Marinifilum sp. JC120 strain=JC120, ASM492319v1	168a79e47a12316111e877045ee34c7d	4597	4597	1000
GCA_002716625.1 Phycisphaeraceae bacterium, ASM271662v1	093f5c153fb9410516ab47c9509de0c9	3380	3380	1000
GCA_014804615.1 Lachnospiraceae bacterium, ASM1480461v1	1b1772c4174c5acc08a11f354ee26ef6	3348	3348	1000
GCA_017525235.1 Bacteroidaceae bacterium, ASM1752523v1	1d610a5ed052f03e3b59f0d1112cc8ac	2630	2630	1000
GCA_013388835.1 Candidatus Thorarchaeota archaeon, ASM1338883v1	0c356672365adea91e4df0db9a0002e1	2910	2910	1000
GCA_023443345.1 Firmicutes bacterium, ASM2344334v1	116b50d2a6de6a9731b87edabdad9030	1002	1002	1000
GCF_000743715.1 Palleronia rufa strain=MOLA 401, ASM74371v1	0659a0c29c48486da92ee3548b77e750	3637	3637	1000
GCF_001298675.1 Acidovorax caeni strain=R-24608, Draft Genome	1ac6a202d7caaa6189f596ceb43b2a57	4082	4082	1000
GCF_002836715.1 Psychrobacter sp. 4Dc strain=4Dc, ASM283671v1	0ac3034f23dc7a9db73068e61e0e33b7	3294	3294	1000
GCA_015654615.1 Rhodospirillales bacterium, ASM1565461v1	0401f90ae7d7739dc6a79724f314c1ab	5658	5658	1000
GCA_902623975.1 uncultured Pelagibacteraceae bacterium, AG-893-P10	125f8991f8550b9b311ada16b11674f8	1022	1022	1000
GCF_008122265.1 Marinobacter fonticola strain=CS412, ASM812226v1	09d8d327ba815375c7af3e03910edbfb	4594	4594	1000
GCF_000745955.1 Alysiella crassa DSM 2578 strain=DSM 2578, ASM74595v1	1379f8d3f631a4d3ff9284f9135f337a	2698	2698	1000
GCA_000621905.1 Lachnospiraceae bacterium NC2004 strain=NC2004, ASM62190v1	17a7a90886b3cd9e2885ffcc4ffb5c73	3261	3261	1000
GCA_007129145.1 Rubritepida sp., ASM712914v1	07b8f022954fa932b222e91a78c2bd54	2471	2471	1000
GCA_902500715.1 uncultured Nitrospira sp., RBC085	16a55dd8744f848ee14c847212ffd429	3667	3667	1000
GCA_017416155.1 Tyzzerella sp., ASM1741615v1	1134c91a5d639f7b32245b9ac651bbae	1983	1983	1000
GCA_015487435.1 Sulfurimonas sp., ASM1548743v1	167692cfb1aed893d1ff103795e63017	2460	2460	1000
GCA_913009515.1 uncultured Methylococcaceae bacterium, SRR5469033_bin.84_MetaBAT_v2.12.1_MAG	12b064cc797015918dc42d19d94b2377	1670	1670	1000
GCA_000994705.1 Candidatus Nomurabacteria bacterium GW2011_GWB1_40_7, ASM99470v1	1b065e0f5a5e39b4a1c109c6e51d2c3b	557	557	1000
GCA_900696655.1 uncultured Planctomycetales bacterium, AMX2	0d1305c8e7ace523fb6799cd51848e28	3476	3476	1000
GCA_024639335.1 bacterium, ASM2463933v1	06e8ed27846d1b169845917260a0e048	3189	3189	1000
GCF_019207085.1 Variovorax sp. dw_308 strain=dw_308, ASM1920708v1	010931fb2c7e2642032de22d4982e1bd	8052	8052	1000
GCA_023413645.1 Bacteroidetes bacterium, ASM2341364v1	0ffa48ac90abbe88efcae452689da1f0	1700	1700	1000
GCA_021776675.1 Robiginitomaculum sp., ASM2177667v1	039438c82cc4be2c1d49bc6935b85e6a	2376	2376	1000
GCA_903900905.1 uncultured Acetobacteraceae bacterium, freshwater MAG --- VK_bin-0268	17b34c1e02d6f816659351a5970b2a82	5539	5539	1000
GCF_001698125.1 Pseudonocardia sp. HH130630-07 strain=HH130630-07, ASM169812v1	176e86af51eef75cf0239046a1a4626e	6141	6141	1000
GCA_002394865.1 Fibrobacter sp. UBA4297, ASM239486v1	0153b73dd863211e6c14fb10170705ef	3601	3601	1000
GCF_000719865.1 Streptomyces albus subsp. albus strain=NRRL F-4971, ASM71986v1	00a3675b1e84251297aaa1c396735aba	6936	6936	1000
GCF_011170125.1 Streptomyces diastaticus subsp. diastaticus strain=NBRC 13412, ASM1117012v1	0b270f999964a276f24ffd95953e893a	6837	6837	1000
GCF_001434115.1 Lactobacillus zymae DSM 19395 strain=DSM 19395, ASM143411v1	19ead0b40fcb9146652443c1a4e5ff6c	2677	2677	1000
GCA_023435965.1 Cyanobacteria bacterium OH_CDB_58, ASM2343596v1	0963f390cc44dc042e15793af5a7c083	1413	1413	1000
GCA_001778495.1 Candidatus Giovannonibacteria bacterium RIFCSPHIGHO2_01_FULL_45_24, ASM177849v1	06bd53c37a8c3b14950b0e2275931e5d	527	527	1000
GCF_000633595.2 Clostridium drakei strain=SL1, ASM63359v2	017398189f6bc93d30c9926d7e77b49e	5494	5494	1000
GCA_016807485.1 Stenotrophomonas maltophilia strain=P13, ASM1680748v1	13b2224335831d8c7368a02af009b1d9	2734	2734	1000
GCA_910575495.1 Bacteroidales bacterium, MGBC000192	167b79d4cbd69d4883aa99a3ac0ccf0a	2266	2266	1000
GCF_013044135.1 Enterovirga sp. DB1703 strain=DB1703, ASM1304413v1	0e37ebbdbc9942f17838fc32ad3c1465	4629	4629	1000
GCA_011390415.1 Desulfobacteraceae bacterium, ASM1139041v1	15a9438916a5745315e327308b24ba45	3434	3434	1000
GCF_009739465.1 Streptomyces sp. TRM66233 strain=TRM66233, ASM973946v1	0fba6b81b0a6d6bd320c4463304e587f	6722	6722	1000
GCA_902540595.1 uncultured Pelagibacteraceae bacterium, AG-899-N21	100f953dbdbc07de97078144e224bfc9	1216	1216	1000
GCA_902790215.1 uncultured Bacteroidetes bacterium, Rumen uncultured genome RUG13549	16ae05a8ab9e6d850b6b55ec28216379	3033	3033	1000
GCA_934661135.1 uncultured Oscillospiraceae bacterium, ERR7746048_bin.299	16e087a6edb3380404969339d12a99f8	2280	2280	1000
GCA_017467185.1 Paludibacteraceae bacterium, ASM1746718v1	077a78850daa1809df91da3d2937a268	2639	2639	1000
GCA_022732315.1 Prevotella sp., ASM2273231v1	0227623092f5284666842cee08522da1	3451	3451	1000
GCF_022921115.1 Halobacillus sp. SSHM10-5 strain=SSHM10-5, ASM2292111v1	03ceb316709fb086a4ac42e1fe489d21	4318	4318	1000
GCA_004356385.1 Bacteroidetes bacterium, ASM435638v1	06c6e1b661ea248d1c72d748e9a64b0c	1491	1491	1000
GCA_023420745.1 Actinomycetia bacterium, ASM2342074v1	04f49572b62f1befa2d3c60d5b959f31	1336	1336	1000
GCA_903908265.1 uncultured proteobacterium, freshwater MAG --- Ki2-D3_bin-0000	12dcb53da3f9b816feec4287ee8b6fa6	3422	3422	1000
GCA_944387335.1 uncultured Clostridia bacterium, E13__bin195	0ffd22dd2d07fc8a1b020ecc36b31e4f	2102	2102	1000
GCF_900101435.1 Pedobacter soli strain=DSM 18609, IMG-taxon 2622736512 annotated assembly	0a8741a99a8223bf5db0c62a6c756347	5926	5926	1000
GCA_024277615.1 Candidatus Marinimicrobia bacterium, ASM2427761v1	0bf524f05362ff0779758981499706f7	2433	2433	1000
GCF_018449795.1 Sphingomonas sp. dw_22 strain=dw_22, ASM1844979v1	14f5d4c548778726db2125d31fe695fd	4346	4346	1000
GCA_016196195.1 Candidatus Saccharibacteria bacterium, ASM1619619v1	1615dd291b699237791b3c262556158e	590	590	1000
GCA_014654165.1 Pelagibacterales bacterium SAG-MED13, ASM1465416v1	013d330ddb7270f0a37fde60faf0dde8	1086	1086	1000
GCA_017507905.1 Clostridia bacterium, ASM1750790v1	176a166a58cfdc7211e75971ba2eeba9	1564	1564	1000
GCA_013697915.1 Blastocatellia bacterium, ASM1369791v1	152976297ec0a840c7bafdaecef217c2	4493	4493	1000
GCA_007571275.1 Dehalococcoidia bacterium, ASM757127v1	148b622ac7ee9900171887bd558ead4a	2392	2392	1000
GCA_018242295.1 Proteobacteria bacterium, ASM1824229v1	1cc44292431e8a4441ac7fceeb1e6921	4071	4071	1000
GCA_903885565.1 uncultured Planctomycetaceae bacterium, freshwater MAG --- Loclat_bin-17606	0ad59df3522e1bfb7c2732b1208a0028	4417	4417	1000
GCA_020054695.1 Rickettsiales bacterium, ASM2005469v1	0dfc6a246c3d88af88edaff1702e7335	1130	1130	1000
GCA_017508405.1 Clostridia bacterium, ASM1750840v1	01b41f8d097bb8a598299c81398bd91e	1417	1417	1000
GCA_020436535.1 Phaeodactylibacter sp., ASM2043653v1	1a4c287160b56fc9e7cace99b3435d0e	6696	6696	1000
GCA_003327455.1 Anaerolineae bacterium, ASM332745v1	0c9b7882f8b3b202c1fbd4a2c6782c34	3902	3902	1000
GCA_024277405.1 Candidatus Marinimicrobia bacterium, ASM2427740v1	11b4026db2383c86d58dea08703153a5	1480	1480	1000
GCA_022545625.1 Proteobacteria bacterium, ASM2254562v1	157ee149bb27b88c10133b10785bbc44	2531	2531	1000
GCA_945860425.1 Sphingomonas paucimobilis, GE-07nov19-80	184c1cd560c62b6ba5f96c46e4c60e01	1704	1704	1000
GCF_016616425.1 Bradyrhizobium diazoefficiens strain=41_2, ASM1661642v1	11219f4ebfe9f21c2d5bc19472a06814	7104	7104	1000
GCF_000012325.1 Colwellia psychrerythraea 34H strain=34H; BAA-681, ASM1232v1	0dbb0adcfc26c28ab8076658b4b02405	5294	5294	1000
GCA_944341195.1 uncultured Clostridia bacterium, E04__bin285	0a7df14e22cdab4689ae7bcc8c13befd	1438	1438	1000
GCF_000731915.1 Ureaplasma diversum NCTC 246 strain=NCTC 246, ASM73191v1	1be23531d17e3bc88ce6d48ae182d696	976	976	1000
GCF_004347735.1 Sulfuricurvum sp. IAE1 strain=IAE1, ASM434773v1	043b2ce603b6fa0ff37e286aa2a8d5e1	2390	2390	1000
GCA_903873095.1 uncultured bacterium, freshwater MAG --- AM-lipid-02-D4_bin-0951	00c98aa9a2d623e535dddacac57bba36	659	659	1000
GCA_945882655.1 Opitutus sp. GAS368, MH-09jul19-272	0e36f87fe05a6dae7dc0ee76815da385	1803	1803	1000
GCA_003819715.1 Ignavibacteriae bacterium, ASM381971v1	074441c1c61e10c49696ca73b0650ee3	3908	3908	1000
GCA_023391095.1 Proteobacteria bacterium, ASM2339109v1	069fa93cc73d39b2cb3281690f3318c9	3420	3420	1000
GCA_022766165.1 Candidatus Electrothrix sp. AU1_5, ASM2276616v1	08e9a696f79a7264d15cb72c827dd145	3515	3515	1000
GCA_934691225.1 uncultured Opitutales bacterium, ERR7738233_bin.43	1c05b8b048d4069e003577e7695d3683	868	868	1000
GCA_003131705.1 Acidobacteria bacterium, 20120500_P38	070443669452770204d7403ea608e8a5	3889	3889	1000
GCA_905234635.1 uncultured Eggerthellaceae bacterium, RUG30157	00236c7de3010725ada28d3962de9f02	1716	1716	1000
GCA_024278335.1 archaeon, ASM2427833v1	0802761f78d5434d2c3611b93d27f982	568	568	1000
GCA_016870395.1 Actinobacteria bacterium, JGI 2017-08-21	0c4426ce7d8afc07fa99e7960f9cf8c5	2977	2977	1000
GCA_022841795.1 Fimbriiglobus sp., ASM2284179v1	000f31506f25241a4006fbc384330f36	7336	7336	1000
GCF_022832375.1 Novosphingobium sp. 2638 strain=2638, ASM2283237v1	0c4fbb97a4b44a017d109343cb01f751	4585	4585	1000
GCF_013294115.1 Hymenobacter sp. 9A strain=9A, ASM1329411v1	02a5c0233b05cd00068eb4d67359b915	4973	4973	1000
GCA_007693765.1 Phycisphaerales bacterium, ASM769376v1	1a0f80df2d82bd564617661d74193427	2889	2889	1000
GCA_903928615.1 uncultured actinobacterium, freshwater MAG --- LaPlata-b_bin-1680	050a726e9f67efb50ad76bb0d58ac6e7	1767	1767	1000
GCA_016782355.1 Candidatus Syntrophoarchaeum sp., ASM1678235v1	11ed7a77e38602b4cde0fdf3680c5431	1017	1017	1000
GCF_017833415.1 Flavobacterium sp. 1355 strain=1355, ASM1783341v1	0b45c37fde22a1e0def3de6457b68848	5193	5193	1000
GCF_014635285.1 Stappia taiwanensis strain=CCM 7757, ASM1463528v1	012dbcdea8e4966a797007a5a14a4bd9	4397	4397	1000
GCA_934409175.1 uncultured Blautia sp., ERR7738536_bin.190	1290d92cc186dc256a6a607b286f50c7	2186	2186	1000
GCA_903832015.1 uncultured actinobacterium, freshwater MAG --- Umea_bin-03369	0f33f7fb9b71c4fc62277b4f947ca46a	1043	1043	1000
GCA_900540705.1 uncultured Mollicutes bacterium, UMGS268	11c1d0fe87919177a8df0fbee854bf90	1759	1759	1000
GCA_902783325.1 uncultured Lachnospiraceae bacterium, Rumen uncultured genome RUG12864	14ed164af8c4a0dda90fe48f05f72107	1973	1973	1000
GCA_020848055.1 Chloroflexi bacterium, ASM2084805v1	0bb809827b98d4d0161e70e49be9e580	2026	2026	1000
GCA_001829155.1 Spirochaetes bacterium GWB1_36_13, ASM182915v1	1431b3a999ee8d606a0afa0810b075c0	3001	3001	1000
GCA_002840285.1 Firmicutes bacterium HGW-Firmicutes-11, ASM284028v1	140777377702ef7b1d37aaaf0a830f8b	1946	1946	1000
GCA_016186425.1 Candidatus Pacearchaeota archaeon, ASM1618642v1	002f408c88f0222e9ef2b1a1e062017f	886	886	1000
GCF_003697345.1 Lysobacter pythonis strain=4284/11, ASM369734v1	02bf1b909f2bd4af5de71f88729e91f8	2871	2871	1000
GCF_000466385.1 Aneurinibacillus aneurinilyticus ATCC 12856 strain=ATCC 12856, ASM46638v1	00caeb4515040b6838db814bb0acc69d	5294	5294	1000
GCA_022647565.1 Chiayiivirga sp., ASM2264756v1	168ee1d47d2e863a643e7f0105772e65	3583	3583	1000
GCF_003258355.1 Flavobacteriaceae bacterium DSL-48 strain=DSL-48, ASM325835v1	1318b6d9a3bdcfddf1793ffe23c32932	4111	4111	1000
GCA_018829385.1 Alphaproteobacteria bacterium, ASM1882938v1	0b59e03509730e880663195197eb2804	4098	4098	1000
GCA_017991395.1 Candidatus Pacebacteria bacterium, ASM1799139v1	11e10147e018f500af2c4aedb705a2ee	828	828	1000
GCA_021731385.1 Euryarchaeota archaeon, ASM2173138v1	18ca8243697ff52ec6c7c3b795009184	1287	1287	1000
GCA_020351025.1 Planctomycetes bacterium, ASM2035102v1	12b8b6ade0b46f100c841c775e39d625	2256	2256	1000
GCA_019752375.1 Gemmataceae bacterium, ASM1975237v1	0d7852df858d18703a5476b86f02ea24	8256	8256	1000
GCF_001574435.1 Moritella sp. JT01 strain=JT01, MoritellaJT01	1707ce8d579ad8201c2f39e7479db8f1	4831	4831	1000
GCA_945865495.1 uncultured Bacteroides sp., SRR17382107_bin.5_metaWRAP_v1.3_MAG	0ea63699e798cc36f7c49cbbae65c920	2406	2406	1000
GCA_902595625.1 uncultured Pelagibacteraceae bacterium, AG-447-M21	17bdf4aa96132965d67853563d7a2dbf	759	759	1000
GCA_900549805.1 uncultured Veillonella sp., UMGS1231	087f93038af3de6969ef4ffad1174ac5	1312	1312	1000
GCA_945639745.1 uncultured Bacillaceae bacterium, SRR14474044_bin.8_metaWRAP_v1.3_MAG	001fb0f8326aca9d4c5f64c8127e864c	1539	1539	1000
GCA_018613325.1 Bacillus sp. ISL-34 strain=ISL-34, ASM1861332v1	19820cf5da7593528a9882e23a46c073	5335	5335	1000
GCA_944386775.1 uncultured Clostridia bacterium, BRZ_HP__bin93	11719754406b8f8ff3160018dca3c2c5	1736	1736	1000
GCA_002707765.1 Candidatus Marinimicrobia bacterium, ASM270776v1	11988ab698018679ead21938b9c9c5eb	1178	1178	1000
GCA_022564085.1 Candidatus Marinimicrobia bacterium, ASM2256408v1	11c9227b75cf28c9ff372c932b359a4c	2262	2262	1000
GCA_018608545.1 Polaribacter sp., ASM1860854v1	0a239327b1e2ce412701bfd2bb7d1616	2246	2246	1000
GCA_016869895.1 Alphaproteobacteria bacterium, JGI 2017-08-21	036bd3acfdca4b5f03cf547f1466c41f	2091	2091	1000
GCA_015519975.1 Hydrogenothermaceae bacterium, ASM1551997v1	0891cbbe1a8d16670cd42e7d8d1b64c9	1877	1877	1000
GCA_007741555.1 Planctomycetes bacterium K23_9 strain=K23_9, ASM774155v1	0801ee2be1edb840a191a1db368f1d0b	8012	8012	1000
GCA_023390245.1 Proteobacteria bacterium, ASM2339024v1	0fd8a04bf0eb7f6fd0bed6ab34fde55d	2945	2945	1000
GCF_001544075.1 Comamonas terrae strain=NBRC 106524, ASM154407v1	077387e944704740a12c76e88f1660d7	4690	4690	1000
GCA_022511055.1 Prevotella sp., ASM2251105v1	18ad205f73eeee1f6736d4c6e8992c1a	2610	2610	1000
GCA_022705575.1 Patescibacteria group bacterium, ASM2270557v1	17ace307b9956a71576f9a5a9657aa0c	679	679	1000
GCF_003286075.1 Paracoccus endophyticus strain=SYSUP0003, ASM328607v1	0b6d580e4d17b540d9358d6159ca737d	3153	3153	1000
GCA_024401555.1 Paludibacteraceae bacterium, ASM2440155v1	1445742c09419700e24b43a4b36ba60d	3513	3513	1000
GCA_905200945.1 uncultured Akkermansia sp., ERR414247-mag-bin.14	0a3c4c5b5d699368003a2d33414561bc	2777	2777	1000
GCA_023415605.1 Proteobacteria bacterium, ASM2341560v1	1613ad38a08804f1a85444f438bb0339	4586	4586	1000
GCA_903824935.1 uncultured Bacteroidales bacterium, freshwater MAG --- KR_bin-2728	1112c3c0065fda2468a0813a22ae54a4	3587	3587	1000
GCA_013041585.1 Chlamydiae bacterium, ASM1304158v1	0b56ee955daac2565b0176e29d54c759	1970	1970	1000
GCA_016201045.1 Afipia sp., ASM1620104v1	187651c2d32a2ecabc60209699d0ccc6	3596	3596	1000
GCA_015487555.1 Phycisphaerales bacterium, ASM1548755v1	016d55f5785cc4c5c690c17a0fec06a5	2694	2694	1000
GCA_002371315.1 Bacteroidales bacterium UBA3724, ASM237131v1	1cffebb1a4a61daa1fb1487e8b200772	2375	2375	1000
GCA_003557125.1 Phycisphaerae bacterium, ASM355712v1	19d52bcb9f2d27220793a60724dff70d	2346	2346	1000
GCA_016867235.1 Candidatus Sericytochromatia bacterium, JGI 2017-08-21	1a1f574a212786779305044270d448bc	6005	6005	1000
GCA_016867505.1 Candidatus Bathyarchaeota archaeon, JGI 2017-08-21	0de07f2c45951c782184d82208289cbb	1587	1587	1000
GCA_018221285.1 Candidatus Pacearchaeota archaeon, ASM1822128v1	05e082e407be183922818475633f4183	913	913	1000
GCF_015461845.1 Pseudomonas sp. P154a strain=P154a, ASM1546184v1	085faa4490e8ea14c7c8166e1e1245bf	6959	6959	1000
GCF_014207745.1 Nonomuraea muscovyensis strain=DSM 45913, ASM1420774v1	1ab6b64dbb265ceead335fe3644db4c0	9189	9189	1000
GCA_900544795.1 uncultured Phascolarctobacterium sp., UMGS706	1a86b21b8eb29f509b7a366cafbb94cb	2061	2061	1000
GCA_002323995.1 Akkermansiaceae bacterium UBA1506, ASM232399v1	0c4262388d2e4ce96df15f9ce7944a14	3418	3418	1000
GCA_910588395.1 uncultured Faecalibaculum sp., MGBC163852	16f8a929e4d873ac65869216933070be	2311	2311	1000
GCA_021849425.1 Proteobacteria bacterium, ASM2184942v1	09e1c57ddc464d121419fa0218fa8526	2834	2834	1000
GCA_016860985.1 Patescibacteria group bacterium, ASM1686098v1	0b44a5c931fdd09d550b5e471e611c8a	1044	1044	1000
GCA_020025795.1 Faecalibacterium sp., ASM2002579v1	0cb9a6538f905b3976b65985700ece09	1352	1352	1000
GCA_012522585.1 Firmicutes bacterium, ASM1252258v1	117a45766ff5deda883b229f320f679c	1924	1924	1000
GCF_000260135.1 Thiothrix nivea DSM 5205 strain=DSM 5205, ASM26013v1	159ca3ae4df89c15bda0618068ebfe13	4501	4501	1000
GCA_944326625.1 Candidatus Gastranaerophilales bacterium, BRZ_RB__bin26	01138f9ba7fc2fe39ec58578dfa0003b	1384	1384	1000
GCA_934539585.1 uncultured Oscillospiraceae bacterium, ERR7738582_bin.367	07b6d34e6c8307f6c3299bdaf1827552	2819	2819	1000
GCA_016936855.1 Gammaproteobacteria bacterium, ASM1693685v1	1a19df82ab27e352a9792b533aca0d48	1325	1325	1000
GCA_002437435.1 Lachnospiraceae bacterium UBA6403, ASM243743v1	0fe24af034958fca6aa034f2ef75225d	2586	2586	1000
GCA_021802545.1 Proteobacteria bacterium, ASM2180254v1	0f6501e69dfebd791f3ef89b5b727ae3	2772	2772	1000
GCA_944332435.1 uncultured Bacilli bacterium, BRZ_QR__bin31	17eab707b0fc324d30a914dd168c0a04	959	959	1000
GCA_023150835.1 Myxococcota bacterium, ASM2315083v1	1347a5b2508b29f4203011ac8b6a3dfd	7359	7359	1000
GCA_017309145.1 Zoogloea sp., ASM1730914v1	12bd5ac3dea76872ecb5bccfdacba909	4809	4809	1000
GCA_932222125.1 uncultured Clostridia bacterium, 0316_S_maxbin.030	0621fcffdb17485218d612532b5c9330	2364	2364	1000
GCA_002792165.1 Candidatus Tagabacteria bacterium CG_4_10_14_0_2_um_filter_40_13, ASM279216v1	03daa543e843dc4702b554f7eac5f5d2	472	472	1000
GCA_018262895.1 Methanomassiliicoccus sp., ASM1826289v1	1aef7425b655448a8835b2d97ac69e71	2266	2266	1000
GCA_021202495.1 Clostridia bacterium, ASM2120249v1	0d7558cb38579059a3f7e52554551a58	2349	2349	1000
GCA_019090185.1 Immundisolibacteraceae bacterium, ASM1909018v1	0446189b7de15759bfea0cfdc229035a	1599	1599	1000
GCA_003978695.1 Desulfobulbus sp., ASM397869v1	1766159d5e9e1874b5f35efee04ba150	1897	1897	1000
GCA_913057925.1 uncultured Colwellia sp., SRR3933266_bin.9_MetaBAT_v2.12.1_MAG	14015712ec7c5200966b6368b613ae6c	4438	4438	1000
GCA_003218935.1 Verrucomicrobia bacterium, ASM321893v1	10298f6788713166520e285ee2202699	3868	3868	1000
GCF_009833495.1 Rhodobacteraceae bacterium KN286 strain=KN286, ASM983349v1	0b0335f4624b258f30b37d43a2ee3231	3300	3300	1000
GCA_020833005.1 Candidatus Verstraetearchaeota archaeon, ASM2083300v1	043f390715f4a2a0fd62314ca3f7bbcc	2136	2136	1000
GCA_013698435.1 Nocardioidaceae bacterium, ASM1369843v1	16285f9f672edc52be89550080d1aa8b	2572	2572	1000
GCA_002773335.1 Candidatus Kaiserbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_45_20, ASM277333v1	13853dd3e07a38b38443d6cc17c93066	630	630	1000
GCF_000015245.1 Shewanella amazonensis SB2B strain=SB2B, ASM1524v1	1cb4c53abb31ab3c614fa61a1d2d81cd	4199	4199	1000
GCF_900234795.1 Methylorubrum extorquens strain=TK 0001, TK0001_PRJEB23178_v1	055c2197538325565bae7a02edc98373	5605	5605	1000
GCA_007131065.1 Candidatus Saccharibacteria bacterium, ASM713106v1	1973cbaacace6808a0acc7d775706de1	542	542	1000
GCA_016185185.1 Sphingobacteriales bacterium, ASM1618518v1	11050e8441e43b9786b69d56bb4860f4	2818	2818	1000
GCA_009917455.1 bacterium 1xD8-48 strain=1xD8-48, ASM991745v1	18b6e8fc6dc375a8cad4a9af046bc7da	5631	5631	1000
GCA_022616575.1 Flammeovirgaceae bacterium, ASM2261657v1	1d886cd1345f74b9510625503d4f99f9	1838	1838	1000
GCF_001720465.1 Porphyrobacter sp. LM 6 strain=LM 6, ASM172046v1	093821649356abbfcf68862626044e55	2949	2949	1000
GCA_003485715.1 Gammaproteobacteria bacterium, ASM348571v1	13b328f43a1445ef6b4a8a7de3849e8e	2101	2101	1000
GCA_007695225.1 Gemmatimonadales bacterium, ASM769522v1	16e7f8f974061384070cfad5e7a62916	4232	4232	1000
GCA_910577815.1 uncultured Christensenella sp., MGBC105042	07a6920b4ef517d0a51a4941315d27ec	1639	1639	1000
GCA_017615515.1 Clostridia bacterium, ASM1761551v1	084363aae784f5e9334809c3d60d9b23	1124	1124	1000
