organism_name	md5sum	num_unique_kmers_in_genome_sketch	num_total_kmers_in_genome_sketch	genome_scale_factor
GCA_017540445.1 Clostridia bacterium, ASM1754044v1	00204dac955408e79871fa6a24b5648f	3191	3191	1000
GCA_009785765.1 Alphaproteobacteria bacterium, ASM978576v1	007b6e0686a7f2ab032f01512319608f	525	525	1000
GCA_910587765.1 uncultured Lachnospiraceae bacterium, MGBC159988	012eae260a924cb9949e9594add1e6d9	4097	4097	1000
GCA_023622805.1 Proteobacteria bacterium, ASM2362280v1	0147c8a9661a55e4739ede558190f4f7	4644	4644	1000
GCA_913045225.1 uncultured Rhodobiaceae bacterium, ERR599138_bin.56_MetaBAT_v2.12.1_MAG	008f8ca3876e12cd7572b30e1c71b695	1370	1370	1000
GCF_000746085.1 Methylocapsa aurea strain=KYG, ASM74608v1	010503a5930f6b2609d18687969bee1d	3942	3942	1000
GCA_900321035.1 uncultured Selenomonadales bacterium, Rumen uncultured genome RUG643	0093ded8001306c7b48b98ac614cfddd	2445	2445	1000
GCA_016935475.1 Methanosarcinaceae archaeon, ASM1693547v1	00c1e276fc6690228af12874bc761cb6	1899	1899	1000
GCA_023701265.1 Desulfuromonadales bacterium, ASM2370126v1	017c8f999e0f6a6b7d2445af918452a0	2635	2635	1000
GCA_017860985.1 Deltaproteobacteria bacterium, ASM1786098v1	00ccad68513a8ae1f50f9d0a09685d86	1857	1857	1000
GCA_002325615.1 Amoebophilaceae bacterium UBA1467, ASM232561v1	0026a602942a8aa5c3b6d07d3777f71a	848	848	1000
GCA_020252385.1 Aestuariivirga sp., ASM2025238v1	00d509bcc81c4382fcc265fdb13ca7f0	3030	3030	1000
GCA_016938195.1 Tissierellales bacterium, ASM1693819v1	0082da594a90c454c94d46dc4a7e2217	2547	2547	1000
GCA_021323255.1 Propionibacteriaceae bacterium, ASM2132325v1	01636408394568a5219ae66e88fd7d54	3375	3375	1000
GCA_009937555.1 Chlamydiales bacterium, ASM993755v1	00b24d3810d6c52a1eeaab13e5025894	1966	1966	1000
GCA_016211245.1 Candidatus Woesearchaeota archaeon, ASM1621124v1	00c3e001f1cdb00a63680a755ec91c3d	1059	1059	1000
GCA_021846965.1 Proteobacteria bacterium, ASM2184696v1	011578455ecbbca3523a44e8d9aecadc	3667	3667	1000
GCF_900163635.1 Leucobacter sp. 7(1) strain=7(1), ASM90016363v1	00f0095fcabd8dbc6a308ff7492da61d	3874	3874	1000
GCF_000702785.1 Mycoplasma primatum ATCC 25948 strain=ATCC 25948, ASM70278v1	000bab0b520b288677f5bc8c5883871e	913	913	1000
GCA_905200615.1 uncultured Selenomonadales bacterium, ERR321594-mag-bin.40	003aebf11b31377e47e4646c837796b9	2286	2286	1000
GCF_900660695.1 Mycoplasma meleagridis strain=NCTC10153, 57612_E01-3	00eb73e133afe986c47bfe4a4d1c98a8	650	650	1000
GCA_902783595.1 uncultured Bacteroidetes bacterium, Rumen uncultured genome RUG12890	00e58d317c037623f11d7861933c8485	1780	1780	1000
GCF_000687455.2 Burkholderia sp. lig30 strain=lig30, Burkholderia.strain_LIG30_v1.0	00eaceb4b6a72b84a1824c076f6bc43d	5542	5542	1000
GCA_910587095.1 uncultured Lachnospiraceae bacterium, MGBC158728	0065068a77ac1e9ee898dfff0b415152	3429	3429	1000
GCA_018240565.1 Proteobacteria bacterium, ASM1824056v1	00efba0711c91d815fc32568cb51e0f1	2933	2933	1000
GCA_017425575.1 Lachnospiraceae bacterium, ASM1742557v1	0056b3aed9794af6b50c7254c3fbd6bb	1415	1415	1000
GCA_016794615.1 Pseudonocardia sp., ASM1679461v1	0082e181dd2dc4a6091c08081b245aa2	4269	4269	1000
GCA_011773515.1 Deltaproteobacteria bacterium, ASM1177351v1	008d4c5cd27f1f260d4ed7fe35050bca	2427	2427	1000
GCA_002490245.1 Candidatus Bathyarchaeota archaeon B24-2, ASM249024v1	00e0b049a6b6e4057477c8fa6230712a	1368	1368	1000
GCA_902587515.1 uncultured Pelagibacteraceae bacterium, AG-913-I14	00dc972db989dab5a8d257df70bb5bdd	1057	1057	1000
GCA_902762395.1 uncultured Ruminococcus sp., Rumen uncultured genome RUG10756	000a237eb0a99d88dbd1b8c7e891e69c	2656	2656	1000
GCF_007827955.1 Nitrospirillum amazonense strain=BR 11622, ASM782795v1	005c7f2b0e476f98c410e76d9656874b	6679	6679	1000
GCA_018819285.1 Candidatus Omnitrophica bacterium, ASM1881928v1	00071823727ceabd369ecbf6841dc456	1569	1569	1000
GCA_016214005.1 Candidatus Wolfebacteria bacterium, ASM1621400v1	0013e04f4e9f4b2353ab8f110d41b18a	642	642	1000
GCA_020725585.1 Desulfovirgula sp., ASM2072558v1	00730127c6db87bd033846645f33d131	2358	2358	1000
GCA_018524345.1 Alphaproteobacteria bacterium KMM 3653 strain=KMM 3653, ASM1852434v1	00ccc65aec2d73b0aeec770180671dd8	3968	3968	1000
GCA_902624575.1 uncultured Candidatus Marinimicrobia bacterium, AH-287-G16	0168129f31b7214792aff46ae0ae1145	614	614	1000
GCA_015163875.1 Bdellovibrionales bacterium, ASM1516387v1	00423d6862d2b159deeb070af34f7352	1282	1282	1000
GCA_011524645.1 Anaerolineales bacterium, ASM1152464v1	007c7b38563369b29a11c542aae72b50	5625	5625	1000
GCA_023150275.1 Rhodocyclaceae bacterium, ASM2315027v1	00d2664017279da131635e8b74fd439c	3419	3419	1000
GCA_020848665.1 Anaerolineae bacterium, ASM2084866v1	0043d17d462c3a6cf9ff7a4b7d9498c9	2885	2885	1000
GCF_000389635.1 Clostridium pasteurianum BC1 strain=BC1, ASM38963v1	0008b547b5057086fa743abd01e23a6b	4930	4930	1000
GCF_001756855.1 Candidatus Erwinia dacicola strain=IL, ASM175685v1	01725ed433f87c939e80320c40a7ed85	2540	2540	1000
GCA_021740845.1 Bacteroidia bacterium, ASM2174084v1	012a3789f17535bc94b8a812a6e47d3c	4051	4051	1000
GCF_001571345.1 Komagataeibacter xylinus NBRC 15237 strain=NBRC 15237, ASM157134v1	0016f0c594a874cc1acbbfffa4126a2b	3630	3630	1000
GCA_019116805.1 Candidatus Bacteroides merdavium, ASM1911680v1	013567568f79dc24cf40db54f80f2b46	2906	2906	1000
GCA_021780545.1 bacterium, ASM2178054v1	012f2b862fff52afcd47d70d9acace1f	656	656	1000
GCA_944324655.1 uncultured Elusimicrobiales bacterium, BRZ_RC__bin78	0027271623d8d142424062605e7184f9	1652	1652	1000
GCF_009928685.1 Mucilaginibacter sp. R11 strain=R11, ASM992868v1	00ba80f691e21063fa4ef3bac9648ee3	5723	5723	1000
GCA_003142755.1 Chloroflexi bacterium, 20120800_E2D	00f870847eff973f39d27006b8b74adc	3047	3047	1000
GCA_015066705.1 Ruminococcus sp., ASM1506670v1	003c82eb5268ddd87a1e242b2f36b4cf	1642	1642	1000
GCA_902532195.1 uncultured Pelagibacteraceae bacterium, AG-343-K02	00c11c8c5386b2bd48e8d1b18cd15c44	954	954	1000
GCA_009919275.1 Actinobacteria bacterium, ASM991927v1	010b1e6a647ddd786c823bcb48d0c738	2224	2224	1000
GCA_003158755.1 Elusimicrobia bacterium, 20120600_E1D	002ea6bdb80e267ca5927b845fec522d	2633	2633	1000
GCA_021849595.1 Proteobacteria bacterium, ASM2184959v1	0013a458bfb79c8cd6ab3ee605fbf785	2603	2603	1000
GCA_018607995.1 Planktotalea sp., ASM1860799v1	013cf90b5b350657b0d1983b271391bd	3143	3143	1000
GCA_021818945.1 bacterium, ASM2181894v1	000a9470205101daf9a528163a13dc7c	1231	1231	1000
GCA_902792895.1 uncultured Bacteroidales bacterium, Rumen uncultured genome RUG13812	006bf342747f2a06c6dca51057fcb2d3	3158	3158	1000
GCA_015492715.1 Phycisphaerales bacterium, ASM1549271v1	00e4c742b64a6b83c1589dad989902d6	2664	2664	1000
GCF_019740335.1 Aquisediminimonas sediminicola strain=CH68-4, ASM1974033v1	0133c5a0a47f1af77e76ea576544e8d2	3093	3093	1000
GCA_900321005.1 uncultured Bacteroidales bacterium, Rumen uncultured genome RUG644	013094e411bdf9196055b96ba92d7303	2075	2075	1000
GCA_002409215.1 Candidatus Dojkabacteria bacterium UBA5232, ASM240921v1	011e39eea779e265f5afbfb97d8e0759	665	665	1000
GCF_005217615.1 Brevibacillus antibioticus strain=TGS2-1, ASM521761v1	007a0d7c5bfbd9dc7f3eaf7809193418	6093	6093	1000
GCA_017960645.1 Alphaproteobacteria bacterium, ASM1796064v1	00907e8760f61bc895ef1891bfc89731	1148	1148	1000
GCA_019634735.1 Xanthomonadales bacterium, ASM1963473v1	00317c379fe52fc042cf4dad55033b85	3973	3973	1000
GCA_903839875.1 uncultured Bacteroidetes bacterium, freshwater MAG --- Umea3_bin-3336	008f351e519e9ea638c9c8fc9020210e	5332	5332	1000
GCA_018053445.1 Bacteroidales bacterium, ASM1805344v1	0157fcced8548ee0eacb0b31665d56f0	1916	1916	1000
GCF_009646115.1 Pantoea eucalypti strain=LMG 24197, ASM964611v1	00ff741450985695fe39802ab3d81808	4804	4804	1000
GCA_017543265.1 Firmicutes bacterium, ASM1754326v1	00ca55917c3668f789b91c4cd0e79fb7	2485	2485	1000
GCF_018614575.1 Streptomyces sp. ISL-10 strain=ISL-10, ASM1861457v1	01722c19c01293cd6289517b54c389f1	7918	7918	1000
GCA_001831095.1 Verrucomicrobia bacterium GWF2_51_19, ASM183109v1	000ff4da83c456a98a0f3d2c70100d60	1282	1282	1000
GCF_003415675.1 Rhodoferax sp. IMCC26218 strain=IMCC26218, ASM341567v1	0025939388fa2d6123ca5c583c0dd762	5008	5008	1000
GCA_013203595.1 Rhodospirillales bacterium, ASM1320359v1	00d874b3824ce3e876708611311758e0	4467	4467	1000
GCF_900107485.1 Proteiniborus ethanoligenes strain=DSM 21650, IMG-taxon 2599185206 annotated assembly	001499dc581231c9c411f96be2fae215	3207	3207	1000
GCA_910588295.1 uncultured Lachnospiraceae bacterium, MGBC163510	01259b7d9a1927b78c4418cf4cd67e1e	3282	3282	1000
GCF_014697415.1 Cyanobium sp. FACHB-13342 strain=FACHB-13342, ASM1469741v1	012fc7d3fd5a7e646086e391bbcfa237	2351	2351	1000
GCA_016705685.1 Propionivibrio sp., ASM1670568v1	009e3c8f84f772d61027361dc32e4734	3466	3466	1000
GCA_019694615.1 Microthrixaceae bacterium, ASM1969461v1	00ec798a0354c1747afec04d6bc2c256	3748	3748	1000
GCA_016708725.1 Rhodoferax sp., ASM1670872v1	00ae46c06309be42165b40414f47ae4a	5642	5642	1000
GCA_018830745.1 Chloroflexi bacterium, ASM1883074v1	00adb2b5948efb4c0cc9443e82e1ff57	1519	1519	1000
GCF_009729015.1 Acidianus ambivalens strain=LEI 10, ASM972901v1	016919b9e180365f9e39dc7d3fecf533	2304	2304	1000
GCA_016214855.1 Nitrospirae bacterium, ASM1621485v1	01483035a2e49208251f85a9b0341236	3230	3230	1000
GCF_012974865.1 Nonlabens sp. Ci31 strain=Ci31, ASM1297486v1	002694c1755b88368acf42e1de7c1b62	3674	3674	1000
GCA_002781365.1 Sulfurimonas sp. CG01_land_8_20_14_3_00_36_23, ASM278136v1	0150db5ce732554c3e60052ae73929c9	2381	2381	1000
GCA_021157555.1 Deltaproteobacteria bacterium, ASM2115755v1	0067b26dceb2dabef918a5ddf0c2dd4d	2395	2395	1000
GCF_008831085.1 Pseudoclavibacter endophyticus strain=EGI 60007, ASM883108v1	007a93e0b9cb834bedf8a7c148585988	3238	3238	1000
GCA_900313155.1 uncultured Rhodospirillaceae bacterium, Rumen uncultured genome RUG769	007492e2c01b66ef39f5493edd692ee1	1149	1149	1000
GCA_902587295.1 uncultured Pelagibacteraceae bacterium, AG-435-M21	01667d96fe693b1bf2ec7cb59f1a1c12	806	806	1000
GCA_007135385.1 Leptolyngbyaceae cyanobacterium CSSed165cm_216, ASM713538v1	014cd2348d7acf6a9a42b1362bf4622c	3426	3426	1000
GCA_002309035.1 Bacillales bacterium UBA1231, ASM230903v1	00e938e9085a394cadf61180180abf98	1452	1452	1000
GCF_002812085.1 Leptospira levettii strain=MCA2-B-A1, ASM281208v1	0003ffbbfc8fc951382f59c1b1a51046	3974	3974	1000
GCA_913058245.1 uncultured Colwellia sp., SRR3933279_bin.2_MetaBAT_v2.12.1_MAG	013c6191e231f8bd0b78265415ac0699	3030	3030	1000
GCA_017537265.1 Clostridia bacterium, ASM1753726v1	00fcf514e65a45c67707defdf39b5cb2	1118	1118	1000
GCF_900100665.1 Pelagibacterium luteolum strain=CGMCC 1.10267, IMG-taxon 2617270882 annotated assembly	004d11a5db6d260334a67a950af085eb	4185	4185	1000
GCA_013331845.1 Candidatus Aenigmarchaeota archaeon, ASM1333184v1	00fb6059056740435bd126a21ac2a5f2	873	873	1000
GCA_944383965.1 uncultured Lachnospiraceae bacterium, BRZ_AV__bin2	00dd40a320fcd0d5c6056f329b74a8ab	2775	2775	1000
GCA_902578325.1 uncultured Pelagibacteraceae bacterium, AG-426-K03	012bf6c0dcffb1431875c2004119f836	886	886	1000
GCA_016186945.1 Deltaproteobacteria bacterium, ASM1618694v1	00b64bbb2c38ec2a22e3aaff8fc62756	2625	2625	1000
GCA_020025955.1 Sutterella sp., ASM2002595v1	00e7366cb4a1ddb8b808defa0fb3ec09	2019	2019	1000
GCA_018971025.1 Bacteroidetes bacterium, ASM1897102v1	0094ce3057af8d70d31a20b495ce4e27	1979	1979	1000
GCA_002050025.1 Desulfobacteraceae bacterium 4484_190.2, ASM205002v1	0080426863c7a488f0b82ef68854cf0f	2306	2306	1000
GCA_003216075.1 Prochlorococcus sp. AG-409-B05, ASM321607v1	000a33fb49750c5e80befe5364147a8a	1809	1809	1000
GCF_003265305.2 Alloprevotella sp. E39 strain=E39, ASM326530v2	00927c8be03481924405f41956eaa280	2918	2918	1000
GCA_913055885.1 uncultured Rhodospirillales bacterium, SRR6193124_bin.73_MetaBAT_v2.12.1_MAG	016ebfc5bc95ae648c654c2fa5c3ca55	2951	2951	1000
GCA_903902915.1 uncultured Rhizobiales bacterium, freshwater MAG --- AlinenLipids_bin-0897	0043ff6c52d61f6f134b8c2d12c681f7	3705	3705	1000
GCA_015065695.1 Ruminococcaceae bacterium, ASM1506569v1	004e9cffe2c410aa2316579973c6074f	2332	2332	1000
GCA_023418315.1 Bacteroidetes bacterium, ASM2341831v1	009f0155df5a0016566e54bab4d80363	2903	2903	1000
GCA_910577335.1 uncultured Duncaniella sp., MGBC103508	009951c53634df054ca85f7a1a51e5c2	3506	3506	1000
GCF_004122735.1 Streptomyces sioyaensis strain=DSM 40032, ASM412273v1	0040915abeafe9a1d5be5ea87f4a670b	7792	7792	1000
GCF_000968535.2 Methylomicrobium alcaliphilum 20Z strain=20Z, ASM96853v1	006c16914076de98b82c3051fd6d3152	4587	4587	1000
GCA_902770735.1 uncultured Bacteroidetes bacterium, Rumen uncultured genome RUG11592	014daed828d3fa57e9141a1d4b6c447b	2852	2852	1000
GCA_009774375.1 Lachnospiraceae bacterium, ASM977437v1	003929280512196a87215aa05cbbc14d	4564	4564	1000
GCA_025145845.1 Alistipes shahii WAL 8301 strain=WAL 8301, ASM2514584v1	00191848f4049b7a1cb875559983f7c7	3653	3653	1000
GCF_001468125.1 Legionella rubrilucens strain=WA-270A-C2, ASM146812v1	005f7c0548b8d1ab49e60fcae362442c	3160	3160	1000
GCF_013410065.1 Granulicella arctica strain=X4EP2, ASM1341006v1	014d93bdb9b2133524526e72bc63494a	4311	4311	1000
GCA_012735585.1 Tissierella sp., ASM1273558v1	0115249c1e2239ceefa6319e36f1a791	2910	2910	1000
GCF_001625575.1 Pseudoalteromonas luteoviolacea S2607 strain=S2607, S2607_1.0	0085a9ee836b8380c2c2f2c1904d7a12	5851	5851	1000
GCA_934725535.1 uncultured Bacteroidales bacterium, ERR7738177_bin.89	0007cd275fb23c4355a9bb16bfdbc3d3	2380	2380	1000
GCA_002401105.1 Flavobacteriaceae bacterium, ASM240110v1	01454b0ca4bc7a3dd43a60abdc4a2bee	2516	2516	1000
GCA_017987065.1 Arenimonas sp., ASM1798706v1	00901dec5d107ed7c22f977835572c39	1567	1567	1000
GCF_000308575.1 Nocardia exalbida NBRC 100660 strain=NBRC 100660, ASM30857v1	017f0b3478e410d9669966621cb6fb66	7294	7294	1000
GCA_012274175.1 Betaproteobacteria bacterium, ASM1227417v1	016a57f82ce0d6796a0c07b68625499e	3245	3245	1000
GCA_014359765.1 Roseovarius sp., ASM1435976v1	009737ec272a8f479d7cfe361cf1b69d	2664	2664	1000
GCA_902583715.1 uncultured SAR116 cluster alpha proteobacterium, AG-912-K11	009bc3491708fdd8c9a025ba33a8d170	1516	1516	1000
GCF_003688995.1 Streptomyces shenzhenensis strain=193, ASM368899v1	00731f24d294422b45db4a389172a716	10021	10021	1000
GCA_020053595.1 Thermoleophilia bacterium, ASM2005359v1	003cf114c79da48d7274c67a159273f3	2118	2118	1000
GCA_003557485.1 Elusimicrobia bacterium, ASM355748v1	010a1b07d6084171a1fde2fb0a497f7f	2001	2001	1000
GCF_900104415.1 Eubacterium oxidoreducens strain=DSM 3217, IMG-taxon 2593339221 annotated assembly	004d0dab0f553a58b32d5b0e6580123b	2831	2831	1000
GCA_944392755.1 uncultured Sutterella sp., E21__bin84	0089d35fef243e076ca07c0ee6451034	1819	1819	1000
GCA_022510865.1 Treponema sp., ASM2251086v1	00a521ff575244fc40fdb9c466c09248	2245	2245	1000
GCA_023436425.1 Bacteroidetes bacterium, ASM2343642v1	00deda1bfd93aa68b994a9dda6638d2a	3028	3028	1000
GCF_001905095.1 Micromonospora sp. CB01531 strain=CB01531, ASM190509v1	010c7098ca768537bf6694e08886d86b	9097	9097	1000
GCA_024398955.1 Fibrobacter sp., ASM2439895v1	00ebd6aaba56b567d4bdf01f487c7554	3204	3204	1000
GCF_011400295.1 Erysipelothrix sp. HDW6A strain=HDW6A, ASM1140029v1	00e53e96818f4b57832e3f2c1ccae7da	2033	2033	1000
GCF_000425185.1 Pleomorphomonas koreensis DSM 23070 strain=DSM 23070, ASM42518v1	00f8d116457ef04d4fdd70ee83c68c6f	4610	4610	1000
GCA_004357505.1 Gammaproteobacteria bacterium, ASM435750v1	00aa1eb6419dbf98f3b6c34600b5f557	1650	1650	1000
GCA_021794355.1 Thermoplasmata archaeon, ASM2179435v1	017a367fae6770894b2d74e1068ee730	1945	1945	1000
GCA_020630555.1 Saprospiraceae bacterium, ASM2063055v1	01248fa2d90507bb8e25347b7eb80736	3053	3053	1000
GCA_016712265.1 Gemmatimonadetes bacterium, ASM1671226v1	009a80650be66e5efd2c9d12463ef6a0	5860	5860	1000
GCA_021821705.1 Actinomycetia bacterium, ASM2182170v1	016d2a87ebf8e146cea7986db789be01	2706	2706	1000
GCA_002840935.1 Bacteroidetes bacterium HGW-Bacteroidetes-21, ASM284093v1	014d033084e6c7225c01318a7c32250a	3821	3821	1000
GCA_023228765.1 Dehalococcoidia bacterium, ASM2322876v1	00a65f4e63b817bbb31dcd562d287513	3184	3184	1000
GCA_001898335.1 Mucilaginibacter sp. 44-25, ASM189833v1	01665ed2155ecf27e27ebf34b1cb1bc0	4191	4191	1000
GCA_015661795.1 Sulfurovum sp., ASM1566179v1	003b6aba1ec59af761fc67818bb7e3db	1895	1895	1000
GCF_009796745.1 Paraglaciecola sp. L1A13 strain=L1A13, ASM979674v1	00ad6c31d439837d2071623b671720de	4866	4866	1000
GCA_022600605.1 Actinomycetia bacterium, ASM2260060v1	010d4234db5fe83d267a924d452343a6	5014	5014	1000
GCA_003165795.1 Acidobacteriaceae bacterium, 20110700_S3M	005bde0a0c0f5e24742384b1150de35c	4958	4958	1000
GCA_023258235.1 Terrimicrobiaceae bacterium, ASM2325823v1	00d243182a746b19ad5966d1d56a0d2e	2475	2475	1000
GCA_945862265.1 Bordetella parapertussis, MH-08apr19-17	0150448bd45f39ad4773cc1e0b9802c7	4588	4588	1000
GCA_020161315.1 Actinobacteria bacterium, ASM2016131v1	0029d440b443016c65a093a4e092707f	2937	2937	1000
GCA_902802115.1 uncultured proteobacterium, Rumen uncultured genome RUG14746	00ffab86e61d8099b1bc77eaccd776bb	959	959	1000
GCA_944324635.1 uncultured Elusimicrobiales bacterium, BRZ_CI__bin122	004422e8f1a709ddd4ec0f6976ffef6f	1549	1549	1000
GCF_024834065.1 Mycoplasma sp. CSL7475-4 strain=CSL7475-4, ASM2483406v1	016ef5fc4e69d03fa90cf48ce25db44b	869	869	1000
GCA_002382525.1 Opitutaceae bacterium UBA4094, ASM238252v1	013c53343c3bd2e747fcefeffade0eb8	3895	3895	1000
GCA_019347995.1 Gemmatimonadetes bacterium, ASM1934799v1	0081f6849956dcd663e433585c298804	2726	2726	1000
GCF_004571065.1 Geodermatophilus sp. DF01_2 strain=DF01_2, ASM457106v1	00aa790d28d17690ad41401bd70faa3f	4406	4406	1000
GCA_017394475.1 Oscillospiraceae bacterium, ASM1739447v1	001afe326da71f43fc69c37aafdc083c	2222	2222	1000
GCA_003230355.1 Euryarchaeota archaeon, ASM323035v1	00e3a6a8904e69a2692757042392273b	1307	1307	1000
GCF_000282995.1 Melaminivora alkalimesophila strain=CY1, CRZ1	0085c809391d4e2e5c6c9cb6ded6e3ac	2966	2966	1000
GCA_003550275.1 Flavobacteriaceae bacterium MAR_2010_72 strain=Mar_2010_72, ASM355027v1	00ca8fbdcb4ab02205f96701f95a1eb4	3345	3345	1000
GCF_001619585.1 Bhargavaea cecembensis strain=T14, ASM161958v1	0105f2e7e52e14abe5b947f0d3b35fb9	3156	3156	1000
GCA_016783645.1 bacterium, ASM1678364v1	006385e4b456eeb794bd09047d19b134	2585	2585	1000
GCA_023457895.1 Proteobacteria bacterium, ASM2345789v1	00885bc7be0bcfb61b15905fdcba0121	3036	3036	1000
GCF_023204875.1 Prevotella sp. E15-22 strain=E15-22, ASM2320487v1	0055a52e572b01a672d54777508efb12	3312	3312	1000
GCA_022566265.1 Proteobacteria bacterium, ASM2256626v1	0158c7e75fa42ba40d12a6a8e8608ae0	3476	3476	1000
GCA_018240685.1 Proteobacteria bacterium, ASM1824068v1	00564b354c49f536da18e40a44122148	5004	5004	1000
GCA_944375755.1 uncultured Mediterraneibacter sp., E0_RP0__bin151	00ce204f17bf5dcc484e3b9088293adc	2851	2851	1000
GCA_001429555.1 Nocardioides sp. Soil797 strain=Soil797, Soil797	0111205e564204077f8c58890f1189d2	4303	4303	1000
GCA_021816545.1 Bacteroidetes bacterium, ASM2181654v1	0135b02ee1b44534eb2c254a15830eab	2667	2667	1000
GCF_020172685.1 Mycolicibacter sp. MYC340 strain=MYC340, ASM2017268v1	00ecab4a19d9cc99445d0b7f13cbe093	5236	5236	1000
GCF_019047785.1 Enterobacter cancerogenus strain=FDAARGOS 1428, ASM1904778v1	002abd2992f658589193829ca3179992	4748	4748	1000
GCF_003952185.1 Variovorax sp. 679 strain=679, ASM395218v1	00cd03618afe05a7668fa41d44c5b71a	7145	7145	1000
GCA_900538545.1 uncultured Eggerthella sp., UMGS26	00955f91c07e524da4f3bf4ad81660ea	1724	1724	1000
GCA_902598315.1 uncultured Pelagibacteraceae bacterium, AG-916-K14	011b3641af62c845481618937b7bbf1c	940	940	1000
GCA_905235345.1 uncultured Lachnospiraceae bacterium, RUG30231	0033d06cf52a26b12c8098f9a3a6afc0	2305	2305	1000
GCF_000429545.1 Arenibacter certesii DSM 19833 strain=DSM 19833, ASM42954v1	0035e244e5bbfb3dbc730a7f5ca5bce5	5004	5004	1000
GCA_023213215.1 Flavobacteriaceae bacterium, ASM2321321v1	0160adb940fb0423ee4c9d4063960f4f	3759	3759	1000
GCA_003646525.1 Epsilonproteobacteria bacterium, ASM364652v1	0175e1b8e41eaa3efb2494544abcae99	2004	2004	1000
GCF_000504285.1 Actinospica robiniae DSM 44927 strain=DSM 44927, ASM50428v1	00875d407b309eaff0cb9bca02a6c80b	9734	9734	1000
GCA_021204045.1 Clostridiales bacterium, ASM2120404v1	0061ea1d5b1cc95b513cd6a477af7071	2655	2655	1000
GCF_000966975.1 Streptomyces katrae strain=NRRL ISP-5550, ASM96697v1	0005bbb0aabbad5af93587ebea0932ec	8082	8082	1000
GCA_013823055.1 Cyanobacteria bacterium DS2.3.42, ASM1382305v1	00cc85ab28b567e1c3456090ceb1f6d1	4209	4209	1000
GCF_009183655.1 Bacillus sp. CX253 strain=CX253, ASM918365v1	01646abd35d4a1faaf44fa4990a8bf74	3906	3906	1000
GCA_022483015.1 Atopobiaceae bacterium, ASM2248301v1	00dd1dcf78f856b83ad83ce965d81ac2	2252	2252	1000
GCA_016234485.1 Chloroflexi bacterium, ASM1623448v1	00a076f0d4612188cedc5712e44eec41	4418	4418	1000
GCF_002878455.1 Janthinobacterium sp. AD80 strain=AD80, ASM287845v1	010b872b7e8b3ac77b71261fad0e87ab	6353	6353	1000
GCA_944350015.1 uncultured Clostridia bacterium, BRZ_ES__bin107	01007bbb2b7bbf654b989b0428a35cdb	1196	1196	1000
GCA_017440405.1 Clostridia bacterium, ASM1744040v1	00eb36e5bb665cc7593cab8e3a9277b8	1515	1515	1000
GCA_020439175.1 Acidimicrobiales bacterium, ASM2043917v1	0155fc4b92ebe178dfd1d79efc49c900	3778	3778	1000
GCF_012276985.1 Agrobacterium sp. a22-2 strain=a22-2, ASM1227698v1	0118fd0957eb1007b48c8eab09fce414	5714	5714	1000
GCA_902772725.1 Erysipelothrix rhusiopathiae, Rumen uncultured genome RUG11795	0180502c18633eed5a118e5226af4c12	2991	2991	1000
GCF_009649815.1 Nocardia sp. SYP-A9097 strain=SYP-A9097, ASM964981v1	016110d950cbf6dd859357742366b22d	8907	8907	1000
GCA_902633965.1 uncultured Pelagibacteraceae bacterium, AG-912-F15	0099aa8765465b5e3168c003e70ecd0d	898	898	1000
GCF_014145015.1 Dietzia sp. E1 strain=E1, ASM1414501v1	0138ffdfa2658203ea9a40fb439c5f03	3090	3090	1000
GCA_002471665.1 Gammaproteobacteria bacterium UBA7310, ASM247166v1	00e16c3e7400a52fd951c52429a90829	5384	5384	1000
GCA_015277795.1 Massilia sp. UMI-21 strain=UMI-21, ASM1527779v1	00263feb9cbbe4cc76b5373409d582e5	5215	5215	1000
GCA_005787665.1 Actinobacteria bacterium, ASM578766v1	003fc1de7481b57ee54135dea5ded8fa	3360	3360	1000
GCF_003286645.1 Aerococcus urinae strain=UMB3669, ASM328664v1	00d2fd12c93696547a75081edb34f607	2105	2105	1000
GCF_001543175.1 Aerococcus urinae strain=CCUG36881, ASM154317v1	00b4d7de8716681f56f9273afba5cc07	1965	1965	1000
GCA_020352645.1 Candidatus Bathyarchaeota archaeon, ASM2035264v1	00b7076d282bc4fedfc9952a5e7a046e	1656	1656	1000
GCF_000814825.1 Coriobacteriaceae bacterium 68-1-3 strain=68-1-3, ASM81482v1	0173adbcc3dd29f39fda732c83715cd3	1986	1986	1000
GCF_014385005.1 Jingyaoa shaoxingensis strain=NSJ-46, ASM1438500v1	00a8594ef7630a9c5be143440e63af25	3679	3679	1000
GCA_012522935.1 Candidatus Cloacimonetes bacterium, ASM1252293v1	01668a7b14710507eea667070d5f468a	2093	2093	1000
GCA_017537165.1 Oscillospiraceae bacterium, ASM1753716v1	000e8dd8e1680603d2ac7a7c69142775	2039	2039	1000
GCF_000400715.1 Acinetobacter sp. CIP 110321 strain=CIP 110321, Acin_sp_CIP_110321_V1	00a9c2cb663aea3811a76c5262928d67	4262	4262	1000
GCF_000379445.1 Fangia hongkongensis FSC776 = DSM 21703 strain=DSM 21703, ASM37944v1	0112acaea1a38c0fd9d90feeaa956b4e	2840	2840	1000
GCA_016290765.1 Muribaculaceae bacterium, ASM1629076v1	01464400f5bbb72afcc5dbce59139b9d	2950	2950	1000
