organism_name	md5sum	num_unique_kmers_in_genome_sketch	num_total_kmers_in_genome_sketch	genome_scale_factor
GCA_002424095.1 Catabacter sp. UBA5489, ASM242409v1	0223478bc3b5e67ba7a4ee143c7ca489	967	967	1000
GCF_008329645.1 Mycobacterium grossiae strain=DSM 104744, ASM832964v1	013f99cacd36ba9b9e7e1dfc8db4c955	5595	5595	1000
GCF_008923725.1 Bacillus sp. CH140a_4T strain=CH140a_4T, ASM892372v1	01770947a4c57d8a63e5be52353dcbc9	5394	5394	1000
GCF_001294535.1 Pseudorhodobacter psychrotolerans strain=PAMC 27389, ASM129453v1	013766e04d4074f058a510824cd0cd11	4931	4931	1000
GCF_000494755.1 Actinoplanes friuliensis DSM 7358 strain=DSM 7358, ASM49475v1	029c9fccad405f7bcfcde42b2240aa11	9457	9457	1000
GCA_019454125.1 Fimbriimonadaceae bacterium, ASM1945412v1	00e90b5e59ed1445edada9bc8a4176d9	2629	2629	1000
GCA_944389415.1 uncultured Spirochaetes bacterium, BRZ_GE__bin34	00dad74c62237f2a0ee9ab57d43d0b37	2676	2676	1000
GCF_011189575.1 Photorhabdus cinerea strain=DSM 19724, ASM1118957v1	002f90d980070fa48ed3c6dfe571f39a	4711	4711	1000
GCA_002470275.1 Gammaproteobacteria bacterium UBA7376, ASM247027v1	002d9d9a1f3068af573bf209d33d04a1	2591	2591	1000
GCA_015490315.1 Sulfurovum sp., ASM1549031v1	007d2018f753933e63d6cfd9713dd5b9	1807	1807	1000
GCA_002027195.1 Streptomyces sp. GKU 895 strain=GKU 895, ASM202719v1	000ce432572ad92fe136cc6363927317	8184	8184	1000
GCA_017461395.1 Ruminococcus sp., ASM1746139v1	0118a34e923c2d2dc53b733fbefa4439	2073	2073	1000
GCA_025056895.1 Thermoflexales bacterium, ASM2505689v1	02e11c53787f1f37556ad9b067f7c028	3334	3334	1000
GCA_017548605.1 Prevotella sp., ASM1754860v1	02269ce04fe0eb91a9df3e8cf8e63bf4	3252	3252	1000
GCA_004524445.1 Candidatus Thorarchaeota archaeon, ASM452444v1	022ba5f3a73788db04632a098f3b215b	2738	2738	1000
GCA_016189845.1 Chloroflexi bacterium, ASM1618984v1	014fcd352f820dd8f7b1ad8850d0f2c2	1556	1556	1000
GCF_014652335.1 Vogesella fluminis strain=KCTC 23713, ASM1465233v1	023ab032e4729d82c3717862a1ee6690	3248	3248	1000
GCA_943912465.1 uncultured Corynebacterium sp., k2HbWxEJv4_bin.9.MAG	0212b6bdce9dbc1a2a2fc7d9188d8a1d	2379	2379	1000
GCA_017853715.1 Pedosphaera sp., ASM1785371v1	01d349a208aa32f40f349b2253ec2067	3010	3010	1000
GCA_001512625.1 Clostridiales bacterium DTU036, ASM151262v1	025d0b4457399bcbfd920a863b04a681	1400	1400	1000
GCA_021819435.1 Proteobacteria bacterium, ASM2181943v1	01ef2e2077564f2dfedf6f3c7b24e6ea	4369	4369	1000
GCA_017621035.1 Bacteroides sp., ASM1762103v1	01026fa851effd3bc6d3ed59c81630ae	2649	2649	1000
GCA_017470485.1 Synergistaceae bacterium, ASM1747048v1	010521e8c07c7ce86175d8b570344a10	1960	1960	1000
GCA_007117695.1 Bacilli bacterium, ASM711769v1	02598c789391dcda9827c3fd5b50bec1	609	609	1000
GCF_900168025.1 Acetoanaerobium noterae strain=ATCC 35199, IMG-taxon 2588253727 annotated assembly	01e6c7ed890f66165ff3d5786305d900	2795	2795	1000
GCA_022562495.1 Acidobacteria bacterium, ASM2256249v1	028f97470d2ca7de107cbf9ba89217b0	4658	4658	1000
GCA_900543035.1 uncultured Solobacterium sp., UMGS524	00add261cf801c07b6e607485d9e8d83	2362	2362	1000
GCA_023475565.1 Actinobacteria bacterium, ASM2347556v1	013a72dfa52b42cca39a09ca594df8eb	2679	2679	1000
GCF_023702635.1 Spongiibacter taiwanensis strain=SPT1, ASM2370263v1	0022d5302bd2a89d5b4be906678a483a	3721	3721	1000
GCF_000312585.1 Bartonella queenslandensis AUST/NH15 strain=AUST/NH15, ASM31258v1	0062b9c49389121fb85a4123b75e2869	2249	2249	1000
GCF_024733565.1 Rossellomorea sp. SC111 strain=SC111, ASM2473356v1	0013c9287166fb3840066d6cb38257b3	4361	4361	1000
GCA_021323595.1 Acidobacteriia bacterium, ASM2132359v1	014b09d26e5c72012cc0a2a77e70de48	3575	3575	1000
GCA_945875745.1 Chlamydia trachomatis, MsH-30jul19-69	0086c0bd63b9c5f16118bf9751424fb7	1734	1734	1000
GCA_023475035.1 Candidatus Pacearchaeota archaeon, ASM2347503v1	0076a6ae7a10dde5eaf00cd77b6e3f15	555	555	1000
GCA_018402565.1 Pirellulaceae bacterium, ASM1840256v1	01c2c4bcd7332accd8a6bacd62bf8de3	6902	6902	1000
GCA_016213825.1 Acetobacterium woodii, ASM1621382v1	025d44db9ffa0bcced399a5b843ae3fe	3881	3881	1000
GCA_902406155.1 uncultured Collinsella sp., UHGG_MGYG-HGUT-04274	01aa16d09d3ea29efccf28f7a5bc9380	2114	2114	1000
GCA_013216005.1 Alteromonadaceae bacterium, ASM1321600v1	00b6e229fbda4c5afe6c352f866fb1d2	4776	4776	1000
GCA_013003335.1 Verrucomicrobiales bacterium, ASM1300333v1	022de9974f45ee7c5797033aede15d00	4814	4814	1000
GCA_903873485.1 uncultured beta proteobacterium, freshwater MAG --- Loclat_bin-12181	023202fda7eddfebbd3da93f43adb2aa	4680	4680	1000
GCA_902578505.1 uncultured Bacteroidetes bacterium, AG-426-L05	014a24dc9e214ea375190a4d6b7a1b2a	1025	1025	1000
GCF_019931195.1 Marinobacter sp. F4216 strain=F4216, ASM1993119v1	017c54ee3a0065ea9e03f7dbdf92f2b0	3668	3668	1000
GCA_021323155.1 Chitinophagaceae bacterium, ASM2132315v1	01381e290ff89b1e9deb8907fe9f3c45	2417	2417	1000
GCF_001510645.1 Paenibacillus sp. FJAT-29882 strain=FJAT-29882, ASM151064v1	027006b5747eb800b95ce0b40c5e2a12	5357	5357	1000
GCA_021799875.1 Actinomycetia bacterium, ASM2179987v1	030ce8bf18070ea7efb20e4e3340f8d9	2471	2471	1000
GCF_024006985.1 Robiginitalea sp. 2V75 strain=2V75, ASM2400698v1	01bbbc97749f501bc4f6764ba5bad264	3320	3320	1000
GCF_023913775.1 Acidovorax facilis strain=DSM 649, ASM2391377v1	01fc3d00a2ee3534f0122258d7efc300	6454	6454	1000
GCA_017428545.1 Clostridiales bacterium, ASM1742854v1	028eeed8c5fc5df33dc0a963bc9a6d73	2908	2908	1000
GCF_902167635.1 Chitinophaga vietnamensis strain=BD 01, PRJEB33168	0184ce2f6099c6a6bbe3f55275eb684d	6159	6159	1000
GCF_900197855.1 Helicobacter cynogastricus, 329937_4	01769aa58f78cf4d80ac808a034e457c	1612	1612	1000
GCA_900318835.1 uncultured Bacteroidales bacterium, Rumen uncultured genome RUG429	00647aff7cd483e88e5187da52ecadc8	2234	2234	1000
GCA_011620275.1 Candidatus Omnitrophica bacterium, ASM1162027v1	01f3d4768873b8ee4e4109bb5467341f	1446	1446	1000
GCA_009844885.1 Gemmatimonadetes bacterium, ASM984488v1	02c4103d0d43c7939c4e4522cf46b204	4850	4850	1000
GCF_019207085.1 Variovorax sp. dw_308 strain=dw_308, ASM1920708v1	010931fb2c7e2642032de22d4982e1bd	8052	8052	1000
GCA_002394865.1 Fibrobacter sp. UBA4297, ASM239486v1	0153b73dd863211e6c14fb10170705ef	3601	3601	1000
GCF_000719865.1 Streptomyces albus subsp. albus strain=NRRL F-4971, ASM71986v1	00a3675b1e84251297aaa1c396735aba	6936	6936	1000
GCF_000633595.2 Clostridium drakei strain=SL1, ASM63359v2	017398189f6bc93d30c9926d7e77b49e	5494	5494	1000
GCA_022732315.1 Prevotella sp., ASM2273231v1	0227623092f5284666842cee08522da1	3451	3451	1000
GCA_014654165.1 Pelagibacterales bacterium SAG-MED13, ASM1465416v1	013d330ddb7270f0a37fde60faf0dde8	1086	1086	1000
GCA_017508405.1 Clostridia bacterium, ASM1750840v1	01b41f8d097bb8a598299c81398bd91e	1417	1417	1000
GCA_903873095.1 uncultured bacterium, freshwater MAG --- AM-lipid-02-D4_bin-0951	00c98aa9a2d623e535dddacac57bba36	659	659	1000
GCA_905234635.1 uncultured Eggerthellaceae bacterium, RUG30157	00236c7de3010725ada28d3962de9f02	1716	1716	1000
GCA_022841795.1 Fimbriiglobus sp., ASM2284179v1	000f31506f25241a4006fbc384330f36	7336	7336	1000
GCF_013294115.1 Hymenobacter sp. 9A strain=9A, ASM1329411v1	02a5c0233b05cd00068eb4d67359b915	4973	4973	1000
GCF_014635285.1 Stappia taiwanensis strain=CCM 7757, ASM1463528v1	012dbcdea8e4966a797007a5a14a4bd9	4397	4397	1000
GCA_016186425.1 Candidatus Pacearchaeota archaeon, ASM1618642v1	002f408c88f0222e9ef2b1a1e062017f	886	886	1000
GCF_003697345.1 Lysobacter pythonis strain=4284/11, ASM369734v1	02bf1b909f2bd4af5de71f88729e91f8	2871	2871	1000
GCF_000466385.1 Aneurinibacillus aneurinilyticus ATCC 12856 strain=ATCC 12856, ASM46638v1	00caeb4515040b6838db814bb0acc69d	5294	5294	1000
GCA_945639745.1 uncultured Bacillaceae bacterium, SRR14474044_bin.8_metaWRAP_v1.3_MAG	001fb0f8326aca9d4c5f64c8127e864c	1539	1539	1000
GCA_015487555.1 Phycisphaerales bacterium, ASM1548755v1	016d55f5785cc4c5c690c17a0fec06a5	2694	2694	1000
GCA_944326625.1 Candidatus Gastranaerophilales bacterium, BRZ_RB__bin26	01138f9ba7fc2fe39ec58578dfa0003b	1384	1384	1000
GCF_014647415.1 Haloarcula sebkhae strain=JCM 19018, ASM1464741v1	003bca3aed8afdbfdd539285bfde202b	4154	4154	1000
GCA_005888395.1 Actinobacteria bacterium, ASM588839v1	0170c326cb7860d9111d7eb75666c6b8	2547	2547	1000
GCA_013205245.1 Flavobacteriales bacterium, ASM1320524v1	007ecba980c13bcac09d838cd4c90c9b	2360	2360	1000
GCF_019733465.1 Actinotalea ferrariae strain=S/N-202-OC-R2, ASM1973346v1	029d78982ce30fbd3fd4b4589ab3e782	4120	4120	1000
GCA_018831055.1 Bacteroidetes bacterium, ASM1883105v1	0078e34891a703290554fb667063dc03	4222	4222	1000
GCA_019116185.1 Candidatus Mediterraneibacter stercorigallinarum, ASM1911618v1	01721465d936f45b28feb5dc2415a0bc	2305	2305	1000
GCF_004102045.2 Oenococcus sicerae strain=UCMA15228, ASM410204v2	0012e640de75fb10f2e18561f10fa707	1600	1600	1000
GCA_002408885.1 Lentisphaeria bacterium UBA5247, ASM240888v1	02f797d654ddfcaa1ce1bb644914a506	3493	3493	1000
GCA_019359275.1 Myxacorys chilensis ATA2-1-KO14, ASM1935927v1	02d3f0f97662e653669d204768623da9	5914	5914	1000
GCA_903875275.1 uncultured beta proteobacterium, freshwater MAG --- Ja_bin-5366	00c11e671f2c6f6702e1f9cfb2e79c88	3285	3285	1000
GCF_900163655.1 Brachybacterium nesterenkovii strain=CIP104813, ASM90016365v1	02a8eeaacaea0492997469443fa9b324	3041	3041	1000
GCA_021811005.1 Proteobacteria bacterium, ASM2181100v1	01163ed3e8c138ce54ec4d74bf1157a8	1853	1853	1000
GCA_022711395.1 Candidatus Omnitrophica bacterium, ASM2271139v1	02efe7b8a2dbeb077b16a103bceb42e9	2026	2026	1000
GCF_001424005.1 Sphingomonas sp. Leaf198 strain=Leaf198, Leaf198	0162644bc3bacaa38b8d6d08a915b48a	4022	4022	1000
GCF_000018285.1 Shewanella pealeana ATCC 700345 strain=ATCC 700345, ASM1828v1	00e9a4daee8b5d29cd00978b609e0ffd	4882	4882	1000
GCA_003142185.1 Bryobacterales bacterium, 20120700_S3X	001c1d69315bed95912b19d14fe551e3	5681	5681	1000
GCF_900129885.1 Candidimonas bauzanensis strain=CGMCC 1.10190, IMG-taxon 2617270875 annotated assembly	00fc0dbaaff45f25c774e85eb9de5f08	5593	5593	1000
GCF_011045095.1 Grimontia sp. S25 strain=S25, ASM1104509v1	009237123eb3a5f4819a4a25d5b277c1	5205	5205	1000
GCF_002941025.1 Streptomyces sp. QL37 strain=QL37, ASM294102v1	003728912db8c8bbc3341577ea393ca8	8763	8763	1000
GCA_014190095.1 Actinobacteria bacterium, ASM1419009v1	02d35cbb8e25b9a3ba773be9307d78f0	1741	1741	1000
GCA_017652125.1 Clostridia bacterium, ASM1765212v1	00bf6ea1d1bb5a46c46be3bef85afcc3	2595	2595	1000
GCA_013820755.1 Chthoniobacterales bacterium, ASM1382075v1	0048204ee2106f1292bef9ecbb6dca2d	3091	3091	1000
GCA_016208745.1 Candidatus Portnoybacteria bacterium, ASM1620874v1	005fe1d5c9e488d28b746ca71fa43120	809	809	1000
GCA_910577995.1 uncultured Christensenella sp., MGBC107581	022348b6da580d03276322258c9a50d1	1646	1646	1000
GCA_016867675.1 Candidatus Aenigmarchaeota archaeon, JGI 2017-08-21	0232d667d2514563f9284999b9c57761	789	789	1000
GCF_900066015.1 Candidatus Promineofilum breve strain=Cfx-K, Cfx-K	02c07b42d303c2e54ce9ecb649f65994	5026	5026	1000
GCA_009787085.1 Actinobacteria bacterium, ASM978708v1	02b552b31b8a6c580d1e2a63bddfe9fe	1866	1866	1000
GCA_016183125.1 Deltaproteobacteria bacterium, ASM1618312v1	023d25d62f87752aaac862d80fc11552	1748	1748	1000
GCF_902506105.1 Aeromicrobium sp. 9AM, AERO9AM_assembly	028867875484d630c2bd07afd268f996	4193	4193	1000
GCA_902599485.1 uncultured Pelagibacteraceae bacterium, AG-453-K23	027914d63a43bb176e41f1fcc9f90d84	904	904	1000
GCA_900757655.1 uncultured Oscillospiraceae bacterium, ERS537352_6	00531e204cf12a11942ed3f91b2034b4	1802	1802	1000
GCA_934277615.1 uncultured Clostridia bacterium, ERR7738584_bin.61	004e6c86f2603a2ac0659e7cab527432	1259	1259	1000
GCA_021850955.1 Candidatus Micrarchaeota archaeon, ASM2185095v1	023065793261cdcebd766e05977f1c32	771	771	1000
GCF_016756615.1 Mesorhizobium sp. L-8-3 strain=L-8-3, ASM1675661v1	0283b49a187bc1388d1778892efe4984	8228	8228	1000
GCA_005883415.1 Actinobacteria bacterium, ASM588341v1	023f61ea656109fc67303134419e49e4	2902	2902	1000
GCF_003201595.1 Sphaerotilus hippei strain=DSM 566, ASM320159v1	0072c54200ff01f6655ae58d46e5399e	4376	4376	1000
GCA_904395815.1 uncultured Holdemania sp., Coassembly_mag_156	02cf437ed702b0e73bea88a9e04fff07	2050	2050	1000
GCA_018821305.1 Myxococcota bacterium, ASM1882130v1	013e96df34ab5a28a39665802c10ce3c	5048	5048	1000
GCF_024169925.1 Methylorubrum extorquens strain=SLI 576, ASM2416992v1	02952cd37a403646b74903af1e582bfb	5288	5288	1000
GCA_905236605.1 uncultured Synergistales bacterium, RUG30377	0153d587a66fce31cd7683ba2cc90cb2	1793	1793	1000
GCA_934613415.1 uncultured Opitutales bacterium, ERR7738608_bin.87	00d7358b5c4bab9b04736cb2b80df205	2082	2082	1000
GCF_000421605.1 Thermodesulfobacterium thermophilum DSM 1276 strain=DSM 1276, ASM42160v1	02b1ac3f33a702b910c665bf06f9466d	1808	1808	1000
GCA_002898395.1 archaeon HR02, ASM289839v1	011652dc2328bbb2e3d3954d963f7b60	1726	1726	1000
GCA_017745115.1 Sphingobium sp., ASM1774511v1	02c7fda75699d8a6f77ead2dbc8cdea3	3014	3014	1000
GCA_021772165.1 Chlamydiae bacterium, ASM2177216v1	03098e5c7c25864bec0f1c8310704865	1872	1872	1000
GCF_904846235.1 Psychrobacter immobilis, ASM90484623v1	010b93d12a835ad51810fa925fecaa48	3205	3205	1000
GCA_944323875.1 Candidatus Gastranaerophilales bacterium, BRZ_E__bin153	024dd75b7353195b8f68c55e8f101453	1921	1921	1000
GCA_013695335.1 Rubrobacter sp., ASM1369533v1	0213bf8d014013d22b8a3bdc212363e8	2914	2914	1000
GCA_015522865.1 Candidatus Micrarchaeota archaeon, ASM1552286v1	00ee932d2226b07fceb104b902f69983	648	648	1000
GCA_018823285.1 Proteobacteria bacterium, ASM1882328v1	001ce000594c20cbb06acca05d3d52b7	3970	3970	1000
GCF_000712165.1 Ureaplasma canigenitalium ATCC 51252 strain=ATCC 51252, ASM71216v1	0140ce4a070212c313d040dad85f8344	820	820	1000
GCA_023429375.1 Bacteroidetes bacterium, ASM2342937v1	00780f07228ed805cb21e766fb248468	2747	2747	1000
GCF_000308435.1 Nocardia araoensis NBRC 100135 strain=NBRC 100135, ASM30843v1	02e6752bd664379894c9e8a3895bdd78	7663	7663	1000
GCA_904377855.1 Candidatus Avimonas merdigallinarum, Chicken_16_mag_116	023cd472ea51494480bf43f6fc67a0a6	2527	2527	1000
GCF_005938625.1 Pseudomonas fluorescens strain=HKI0874, ASM593862v1	022f41326614f5ec39b3248351c897a2	6902	6902	1000
GCF_001429165.1 Agromyces sp. Root81 strain=Root81, Root81	010ef1ff25c51b7d0ed2c191afde633d	4252	4252	1000
GCA_013138755.1 Gammaproteobacteria bacterium, ASM1313875v1	02f5c186f9bc49735ba7a1e28cb4d494	2097	2097	1000
GCA_002707905.1 Candidatus Marinimicrobia bacterium, ASM270790v1	000d03cff4bc649a074dba1d4ee3dd0a	914	914	1000
GCA_003517915.1 Ruminococcaceae bacterium, ASM351791v1	0213fe06cfaaec31ab417c25eec685fc	2062	2062	1000
GCA_913058195.1 uncultured Gammaproteobacteria bacterium, SRR3933271_bin.2_MetaBAT_v2.12.1_MAG	001ecfdcbd43a981c6ab58009504286c	2452	2452	1000
GCA_013141075.1 Methylotenera sp., ASM1314107v1	01534df0fe5a8fad5daa7f5f9c0cbda4	2434	2434	1000
GCF_001306415.1 Croceitalea dokdonensis DOKDO 023 strain=DOKDO 023, ASM130641v1	012d735efc4bdfbb88303cb86c9eb3c9	3796	3796	1000
GCA_002385415.1 Clostridiales bacterium UBA3953, ASM238541v1	0001190918b975034d0969699ec2c1d3	1893	1893	1000
GCA_020404465.1 Rickettsia endosymbiont of Omalisus fontisbellaquei, ASM2040446v1	00cae5452c959e946b5ebcbd8c29f01e	1498	1498	1000
GCF_002831665.1 Lacinutrix sp. Bg11-31 strain=Bg11-31, ASM283166v1	01c1eec0f63161223fc3bd23f234352b	3526	3526	1000
GCA_009377385.1 Actinophytocola sp., ASM937738v1	0105dc26f834216fce36426120bfb0fd	4985	4985	1000
GCF_008974245.1 Streptomyces abyssomicinicus strain=CHI39, ASM897424v1	02b5cb415999d3816063f830ae42d56f	7904	7904	1000
GCA_016882185.1 Pelagibacterales bacterium, JGI 2017-08-21	01a5d0c0e57016ef18028a09175f3c61	891	891	1000
GCA_021201825.1 Alistipes sp., ASM2120182v1	012de2c127bfec97abad5d67b6ed6909	2825	2825	1000
GCA_016650355.1 Bacteroidia bacterium, ASM1665035v1	0298d8ec0939569420cfed985b4f5420	3261	3261	1000
GCA_003154375.1 Candidatus Peregrinibacteria bacterium, 20120700_E2X	00d087edc9323f72d156a72406535d34	1629	1629	1000
GCA_016873715.1 Lentisphaerae bacterium, JGI 2017-08-21	00f3ad7cebe797149b815e127e7f8747	5086	5086	1000
GCF_900142735.1 Flavobacterium saccharophilum strain=DSM 1811, IMG-taxon 2698536752 annotated assembly	00eedfaa1ed4db092011dd41d9fa8ccd	5296	5296	1000
GCA_000783305.1 Sphingobacteriaceae bacterium DW12 strain=DW12, ASM78330v1	01fa4153248fa7c8f35827feb957182f	5408	5408	1000
GCA_015068325.1 Ruminococcaceae bacterium, ASM1506832v1	02db05162620aaed9df28480cf638fac	1998	1998	1000
GCA_024691625.1 Schwartzia sp., ASM2469162v1	012318c577872a02905773bf821f2142	1395	1395	1000
GCA_902788245.1 uncultured Clostridiales bacterium, Rumen uncultured genome RUG13350	020eeb1919596141ce7767fccd065177	1739	1739	1000
GCF_016907545.1 Paenarthrobacter ilicis strain=DSM 20138, ASM1690754v1	00fa93064f8ce5746f7e08ca99beff3f	3932	3932	1000
GCA_910579785.1 uncultured Christensenella sp., MGBC114095	00c7dfcce1bcfc4743b012c155d584da	1808	1808	1000
GCF_003028855.1 Massilia armeniaca strain=ZMN-3, ASM302885v1	02f207a4b0c21d09479f142785a75678	6362	6362	1000
GCA_016931295.1 Candidatus Krumholzibacteriota bacterium, ASM1693129v1	022ac027c91531e393c2c55f8ab2d59e	2977	2977	1000
GCA_020072815.1 Acidobacteriia bacterium, ASM2007281v1	01045bfa3c4924e61dfea9bc02045b51	5321	5321	1000
GCA_003213255.1 Prochlorococcus sp. AG-424-P16, ASM321325v1	0294020eb8989bfa4685d17e80e6e53b	1195	1195	1000
GCA_900551775.1 uncultured Eubacterium sp., UMGS1437	008c48860ada89fb2281666f49e06708	4517	4517	1000
GCA_016717005.1 Myxococcales bacterium, ASM1671700v1	0289195ad7724852f95c429ee79eba0a	9060	9060	1000
GCF_900176375.1 Reichenbachiella faecimaris strain=DSM 26133, IMG-taxon 2619619645 annotated assembly	0047f61011a7ab41bcbe6fd9a32904cc	4655	4655	1000
GCA_900548955.1 uncultured Eggerthella sp., UMGS1142	02d11aa1092aee69bbf23dc936ef337b	1633	1633	1000
GCA_900104795.1 Burkholderia sp. WP9 strain=WP9, IMG-taxon 2687453794 annotated assembly	010a19e421d4bac3e5a2741c4ad998a3	8892	8892	1000
GCF_024359545.1 Jiella sp. LLJ827 strain=LLJ827, ASM2435954v1	021543a301ae34d58a537cc20e8ce765	5150	5150	1000
GCA_002428635.1 Bacteroidales bacterium UBA6088, ASM242863v1	0112a0d3383ff11f7b2f4928fb41306f	2265	2265	1000
GCA_902783285.1 uncultured Desulfovibrio sp., Rumen uncultured genome RUG12860	001666a791f79ea6872a6bf744f1214d	1902	1902	1000
GCA_005880165.1 Chloroflexi bacterium, ASM588016v1	004a94d700219785bc6d6ef165cd89e9	2234	2234	1000
GCA_017615135.1 Bacteroidales bacterium, ASM1761513v1	01344eca45cf61114218c37cd194a5a7	1508	1508	1000
GCA_009779355.1 Betaproteobacteria bacterium, ASM977935v1	006ec7d887825be12b542ae7c2d97876	2491	2491	1000
GCA_944386595.1 uncultured Clostridia bacterium, E27__bin20	02a733b35ba6fa36771c51c3501e5dc7	1871	1871	1000
GCA_022782405.1 Alistipes sp., ASM2278240v1	005b9523cdfca30b1ed96ff5723c08f3	2261	2261	1000
GCA_003660235.1 bacterium endosymbiont of Escarpia laminata, ASM366023v1	00d8e955b6f4ebeec437c221096aa46c	4186	4186	1000
GCA_003282965.1 Pelagibacteraceae bacterium AG-325-E13, ASM328296v1	01cdb62f6c8e074c9fbe040278362de9	898	898	1000
GCA_021846485.1 Actinomycetia bacterium, ASM2184648v1	00ba0b5a8e92446c39356829c4c1c4e9	3485	3485	1000
GCF_014251555.1 Blattabacterium cuenoti strain=PARCOBvir, ASM1425155v1	00794c8e9867d9c233ba08aa3b94e1c1	667	667	1000
GCA_012520295.1 Clostridiales bacterium, ASM1252029v1	02263cec90f62b1c58eb5d383e7be1a5	2616	2616	1000
GCF_001293565.1 Ahrensia marina strain=LZD062, ASM129356v1	0068241b1ce683da5939468bed22670c	3449	3449	1000
GCA_001640045.1 Candidatus Thiomargarita nelsonii strain=THI036, THIOM	0158f69eb16f5681a7cabaee4cb1b2ec	4633	4633	1000
GCF_000211855.2 Lacinutrix sp. 5H-3-7-4 strain=5H-3-7-4, ASM21185v3	00a238371d14b6c28dec7e031038892d	3197	3197	1000
GCA_910575155.1 Lachnospiraceae bacterium, MGBC000118	024b2bd0b7542ad40d003b7e71f11ae2	3959	3959	1000
GCF_003991135.1 Anoxybacter fermentans strain=DY22613, ASM399113v1	029747a7696b63bb4fbaeb01e4107c7d	3288	3288	1000
GCA_023403845.1 Proteobacteria bacterium, ASM2340384v1	01475035410ec10030f8d9cc533f1a02	2638	2638	1000
GCA_021824155.1 bacterium, ASM2182415v1	0040077cf4238913e4a3cbe27745c9cd	769	769	1000
GCF_001879715.1 Nioella nitratireducens strain=SSW136, ASM187971v1	01d95102722f1572334a4536e947fe35	3943	3943	1000
GCF_001591545.1 Bacillus lentus NBRC 16444 strain=NBRC 16444, ASM159154v1	023051dad3cc18a209c689f669486b7c	4260	4260	1000
GCA_024742355.1 Hyphomonadaceae bacterium, ASM2474235v1	0105f0a24c955fd0236597d2315da21b	3444	3444	1000
GCA_017540445.1 Clostridia bacterium, ASM1754044v1	00204dac955408e79871fa6a24b5648f	3191	3191	1000
GCA_902773265.1 uncultured Ruminococcus sp., Rumen uncultured genome RUG11850	0283d927aaa37e314b9a4769716a5e77	1768	1768	1000
GCA_009785765.1 Alphaproteobacteria bacterium, ASM978576v1	007b6e0686a7f2ab032f01512319608f	525	525	1000
GCA_910587765.1 uncultured Lachnospiraceae bacterium, MGBC159988	012eae260a924cb9949e9594add1e6d9	4097	4097	1000
GCA_023622805.1 Proteobacteria bacterium, ASM2362280v1	0147c8a9661a55e4739ede558190f4f7	4644	4644	1000
GCA_913045225.1 uncultured Rhodobiaceae bacterium, ERR599138_bin.56_MetaBAT_v2.12.1_MAG	008f8ca3876e12cd7572b30e1c71b695	1370	1370	1000
GCA_016212185.1 Nitrospirae bacterium, ASM1621218v1	01c0acfbf78482f4966e619d1baf9ac3	2283	2283	1000
GCA_009781235.1 Firmicutes bacterium, ASM978123v1	02de6f706ba81bf1c31376cdefb9f4df	2501	2501	1000
GCF_900188125.1 Rhodococcus kyotonensis strain=JCM 23211, IMG-taxon 2675903021 annotated assembly	01d4d8aa7ab60830dfa463b3a9b420ab	6362	6362	1000
GCA_023954175.1 Rhizobacter sp., ASM2395417v1	02e56940639109ad4e27d11fc624d672	4015	4015	1000
GCF_000746085.1 Methylocapsa aurea strain=KYG, ASM74608v1	010503a5930f6b2609d18687969bee1d	3942	3942	1000
GCF_016925555.1 Mycoplasma sp. Zaradi2 strain=Zaradi2, ASM1692555v1	01aaddffcb00341f6e6375c18b929bd0	723	723	1000
GCA_902805615.1 uncultured Cytophagales bacterium, AVDCRST-MAG56	01b1271166100ab5dc65c104f24945e3	8453	8453	1000
GCA_014729935.1 Candidatus Bathyarchaeota archaeon, ASM1472993v1	029ab1005021fc2d3c09021562cf2d3d	4197	4197	1000
GCA_900321035.1 uncultured Selenomonadales bacterium, Rumen uncultured genome RUG643	0093ded8001306c7b48b98ac614cfddd	2445	2445	1000
GCA_003669055.1 bacterium 1XD21-70 strain=1XD21-70, ASM366905v1	02950a57fb524b1cf07b4a80165f8912	4282	4282	1000
GCA_016935475.1 Methanosarcinaceae archaeon, ASM1693547v1	00c1e276fc6690228af12874bc761cb6	1899	1899	1000
GCA_002366835.1 Gammaproteobacteria bacterium UBA3067, ASM236683v1	0254ef116957217d28bdc3ce5d0e8954	3184	3184	1000
GCF_003933745.1 Glycomyces sp. YIM 121974 strain=YIM 121974, ASM393374v1	024c2b622a0b9342bfa516c466428ac8	5169	5169	1000
GCA_015522635.1 Desulfurococcales archaeon, ASM1552263v1	01e5cb4e45f5de0dff7057e444d6887d	1489	1489	1000
GCA_002418465.1 Pseudomonas sp. UBA5782, ASM241846v1	01dfc3e87e6539fd526d27275832fbf4	4057	4057	1000
GCF_900188355.1 Lutibacter flavus strain=DSM 27993, IMG-taxon 2622736608 annotated assembly	028c5e1e7e4a55e6f06668d28bd412af	3864	3864	1000
GCF_016806735.1 Candidatus Micrarchaeum sp. strain=A_DKE, ASM1680673v1	03083cf539bd83365eea5f57cba2c9cc	979	979	1000
GCA_902794535.1 Fibrobacter succinogenes, Rumen uncultured genome RUG13981	02f2e0929f1c20be9d1dcd8ce6ae8416	3217	3217	1000
GCA_002687715.1 Planctomycetes bacterium, ASM268771v1	02e3f475636a4e227c4ba1840b5f5b63	5883	5883	1000
